model_type,fusion_type,alpha,expert_id,model_architecture,test_type,attack_type,corruption_type,severity_level,epsilon,accuracy,loss,correct_predictions,total_predictions,timestamp
expert_0,simpleAddition,1.0,0,DenseNet121,corruption,N/A,pixelate,5,N/A,1.4,6.587970721570751,140,10000,2025-09-08 23:12:50
expert_0,simpleAddition,1.0,0,DenseNet121,corruption,N/A,jpeg_compression,1,N/A,8.24,4.925653065307231,824,10000,2025-09-08 23:12:50
expert_0,simpleAddition,1.0,0,DenseNet121,corruption,N/A,jpeg_compression,2,N/A,16.29,3.9960761975638475,1629,10000,2025-09-08 23:12:50
expert_0,simpleAddition,1.0,0,DenseNet121,corruption,N/A,jpeg_compression,3,N/A,21.94,3.4836357394351234,2194,10000,2025-09-08 23:12:50
expert_0,simpleAddition,1.0,0,DenseNet121,corruption,N/A,jpeg_compression,4,N/A,35.5,2.5997692120226126,3550,10000,2025-09-08 23:12:50
expert_0,simpleAddition,1.0,0,DenseNet121,corruption,N/A,jpeg_compression,5,N/A,50.67,1.8351345982732652,5067,10000,2025-09-08 23:12:50
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,gaussian_noise,1,N/A,31.86,2.7054077507574346,3186,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,gaussian_noise,2,N/A,18.75,3.6024409306200247,1875,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,gaussian_noise,3,N/A,11.37,4.413199409653869,1137,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,gaussian_noise,4,N/A,8.79,4.758964306191553,879,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,gaussian_noise,5,N/A,6.93,5.062178961838348,693,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,shot_noise,1,N/A,11.13,4.437333598921571,1113,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,shot_noise,2,N/A,4.36,5.510788706284535,436,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,shot_noise,3,N/A,2.25,6.00567500802535,225,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,shot_noise,4,N/A,1.22,6.540232410913782,122,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,shot_noise,5,N/A,1.05,6.963767776006384,105,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,impulse_noise,1,N/A,46.88,1.9946581351606152,4688,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,impulse_noise,2,N/A,25.81,2.9984056919435913,2581,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,impulse_noise,3,N/A,9.48,4.306630007828338,948,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,impulse_noise,4,N/A,1.78,5.911961772773839,178,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,impulse_noise,5,N/A,1.04,6.782979747917079,104,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,defocus_blur,1,N/A,53.19,1.681953537313244,5319,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,defocus_blur,2,N/A,50.77,1.7810530164573766,5077,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,defocus_blur,3,N/A,47.99,1.9039619074592107,4799,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,defocus_blur,4,N/A,32.28,2.6670910361446913,3228,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,defocus_blur,5,N/A,19.75,3.561288196829301,1975,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,motion_blur,1,N/A,55.67,1.56596218030664,5567,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,motion_blur,2,N/A,55.18,1.5843775106381766,5518,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,motion_blur,3,N/A,54.46,1.619759211057349,5446,10000,2025-09-09 00:02:47
