model_type,fusion_type,alpha,expert_id,model_architecture,test_type,attack_type,corruption_type,severity_level,epsilon,accuracy,loss,correct_predictions,total_predictions,timestamp
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,zoom_blur,5,N/A,6.21,5.5028152707256845,621,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,snow,1,N/A,39.11,2.294874315020404,3911,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,snow,2,N/A,18.93,3.6594625334196453,1893,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,snow,3,N/A,9.5,4.79009744789027,950,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,snow,4,N/A,5.87,5.48539921000034,587,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,snow,5,N/A,4.05,5.8263395406022855,405,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,frost,1,N/A,51.93,1.6992921150183375,5193,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,frost,2,N/A,42.83,2.08797743954236,4283,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,frost,3,N/A,34.07,2.562559420549417,3407,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,frost,4,N/A,25.15,3.1174894918369342,2515,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,frost,5,N/A,18.26,3.649142434325399,1826,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,fog,1,N/A,48.87,1.8506873393360572,4887,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,fog,2,N/A,34.47,2.5346363073662865,3447,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,fog,3,N/A,22.22,3.3547896252402776,2222,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,fog,4,N/A,15.02,4.09250285052046,1502,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,fog,5,N/A,9.92,4.7363728933696505,992,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,brightness,1,N/A,55.58,1.5599017339416696,5558,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,brightness,2,N/A,55.23,1.5832415834257874,5523,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,brightness,3,N/A,54.18,1.6172015893308422,5418,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,brightness,4,N/A,53.34,1.6631666074825238,5334,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,brightness,5,N/A,51.92,1.7200710411313214,5192,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,contrast,1,N/A,55.63,1.559729988061929,5563,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,contrast,2,N/A,55.36,1.5717323777041858,5536,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,contrast,3,N/A,54.87,1.5929189181026024,5487,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,contrast,4,N/A,54.34,1.6195914624612542,5434,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,contrast,5,N/A,53.66,1.6492900772939754,5366,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,elastic_transform,1,N/A,13.19,4.393474249900142,1319,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,elastic_transform,2,N/A,4.02,6.648862947391558,402,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,elastic_transform,3,N/A,2.63,7.239587500125547,263,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,elastic_transform,4,N/A,2.35,7.310975123055374,235,10000,2025-09-09 00:35:39
expert_1,multiplicativeAddition,1.0,1,DenseNet121,corruption,N/A,elastic_transform,5,N/A,2.03,7.265936773034591,203,10000,2025-09-09 00:35:39
