model_type,fusion_type,alpha,expert_id,model_architecture,test_type,attack_type,corruption_type,severity_level,epsilon,accuracy,loss,correct_predictions,total_predictions,timestamp
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,gaussian_noise,4,N/A,9.71,4.596488859080061,971,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,gaussian_noise,5,N/A,7.47,4.9153843740873695,747,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,shot_noise,1,N/A,11.21,4.3275990908658954,1121,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,shot_noise,2,N/A,4.1,5.599140541462958,410,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,shot_noise,3,N/A,1.81,6.519964200031908,181,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,shot_noise,4,N/A,1.34,6.978652815275554,134,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,shot_noise,5,N/A,1.03,7.004624101180065,103,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,impulse_noise,1,N/A,44.56,2.091216927842249,4456,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,impulse_noise,2,N/A,25.38,3.0294598144820974,2538,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,impulse_noise,3,N/A,10.24,4.118381714519066,1024,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,impulse_noise,4,N/A,1.77,6.068957865992679,177,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,impulse_noise,5,N/A,1.15,6.761438128314441,115,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,defocus_blur,1,N/A,52.66,1.7222928970674924,5266,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,defocus_blur,2,N/A,51.13,1.794716481921039,5113,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,defocus_blur,3,N/A,48.39,1.8883717120448245,4839,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,defocus_blur,4,N/A,34.97,2.5438860428484182,3497,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,defocus_blur,5,N/A,21.36,3.408169993871375,2136,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,motion_blur,1,N/A,55.07,1.6276036410392085,5507,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,motion_blur,2,N/A,54.44,1.6484400743170629,5444,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,motion_blur,3,N/A,53.32,1.6795714293854147,5332,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,motion_blur,4,N/A,52.37,1.7251820971694174,5237,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,motion_blur,5,N/A,51.03,1.7837044060984744,5103,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,zoom_blur,1,N/A,44.45,2.0885647278797776,4445,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,zoom_blur,2,N/A,37.12,2.474376636215403,3712,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,zoom_blur,3,N/A,23.42,3.331192855593524,2342,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,zoom_blur,4,N/A,13.09,4.2914200130897235,1309,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,zoom_blur,5,N/A,6.59,5.293491562710533,659,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,snow,1,N/A,43.13,2.142187298098697,4313,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,snow,2,N/A,23.93,3.270942691006238,2393,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,snow,3,N/A,12.29,4.286650739138639,1229,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,snow,4,N/A,7.39,4.96099199222613,739,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,snow,5,N/A,5.12,5.400079346910307,512,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,frost,1,N/A,52.71,1.7231653792948662,5271,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,frost,2,N/A,46.4,1.9957277171219452,4640,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,frost,3,N/A,38.4,2.3778852299798894,3840,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,frost,4,N/A,29.76,2.853952966158903,2976,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,frost,5,N/A,22.06,3.3653814098503014,2206,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,fog,1,N/A,50.75,1.8126076474974426,5075,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,fog,2,N/A,39.79,2.3164338145074965,3979,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,fog,3,N/A,27.12,3.0067253052433833,2712,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,fog,4,N/A,18.62,3.6778005406826355,1862,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,fog,5,N/A,12.7,4.239336270320265,1270,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,brightness,1,N/A,54.61,1.6387246047394186,5461,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,brightness,2,N/A,53.95,1.6667173482194733,5395,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,brightness,3,N/A,52.88,1.7032872453520569,5288,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,brightness,4,N/A,51.8,1.7522437783736218,5180,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,brightness,5,N/A,50.32,1.816029005412814,5032,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,contrast,1,N/A,54.61,1.6360969302020496,5461,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,contrast,2,N/A,54.06,1.653403341015683,5406,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,contrast,3,N/A,53.61,1.675716363931004,5361,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,contrast,4,N/A,52.88,1.7038459294958959,5288,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,contrast,5,N/A,52.18,1.734724963767619,5218,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,elastic_transform,1,N/A,16.95,3.8762220340439035,1695,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,elastic_transform,2,N/A,5.08,6.094638522667221,508,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,elastic_transform,3,N/A,2.93,7.129251775862295,293,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,elastic_transform,4,N/A,2.44,7.505175005031537,244,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,elastic_transform,5,N/A,2.1,7.624531323396707,210,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,pixelate,1,N/A,6.27,6.6120916559726375,627,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,pixelate,2,N/A,4.54,6.5160519201544265,454,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,pixelate,3,N/A,3.51,6.312811676459976,351,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,pixelate,4,N/A,2.33,6.746203295792205,233,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,pixelate,5,N/A,2.26,6.895804538002497,226,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,jpeg_compression,1,N/A,7.94,4.855074740663359,794,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,jpeg_compression,2,N/A,15.55,3.891641894473305,1555,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,jpeg_compression,3,N/A,21.75,3.3959467471400395,2175,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,jpeg_compression,4,N/A,35.27,2.546974683109718,3527,10000,2025-09-09 01:31:42
expert_2,multiplicativeShifted,1.0,2,DenseNet121,corruption,N/A,jpeg_compression,5,N/A,48.86,1.8944341396983666,4886,10000,2025-09-09 01:31:42
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,gaussian_noise,1,N/A,30.24,2.76757486258881,3024,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,gaussian_noise,2,N/A,18.29,3.604120969772339,1829,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,gaussian_noise,3,N/A,12.09,4.265759821179547,1209,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,gaussian_noise,4,N/A,9.78,4.54404682147352,978,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,gaussian_noise,5,N/A,8.47,4.76970003526422,847,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,shot_noise,1,N/A,11.5,4.33996909177756,1150,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,shot_noise,2,N/A,5.82,5.2142077880569655,582,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,shot_noise,3,N/A,3.47,5.66345838957195,347,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,shot_noise,4,N/A,2.02,5.919028523602063,202,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,shot_noise,5,N/A,1.59,6.00473923019216,159,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,impulse_noise,1,N/A,45.58,2.0238262218765066,4558,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,impulse_noise,2,N/A,22.94,3.2135893785500826,2294,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,impulse_noise,3,N/A,9.66,4.395614790011056,966,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,impulse_noise,4,N/A,2.45,5.584425051001054,245,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,impulse_noise,5,N/A,1.68,5.885362335398227,168,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,defocus_blur,1,N/A,52.38,1.6903766906714137,5238,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,defocus_blur,2,N/A,50.12,1.792747061463851,5012,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,defocus_blur,3,N/A,47.39,1.9156840481335604,4739,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,defocus_blur,4,N/A,31.53,2.7310276785983314,3153,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,defocus_blur,5,N/A,19.09,3.5637573682809176,1909,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,motion_blur,1,N/A,55.59,1.562540888786316,5559,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,motion_blur,2,N/A,54.84,1.5876935313019571,5484,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,motion_blur,3,N/A,54.25,1.6167716014234326,5425,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,motion_blur,4,N/A,53.61,1.6587938522990746,5361,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,motion_blur,5,N/A,52.41,1.7054222369495826,5241,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,zoom_blur,1,N/A,44.49,2.0653934946543053,4449,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,zoom_blur,2,N/A,35.62,2.540598807455618,3562,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,zoom_blur,3,N/A,20.32,3.613731879222242,2032,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,zoom_blur,4,N/A,10.75,4.748177528381348,1075,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,zoom_blur,5,N/A,5.75,5.859626033638097,575,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,snow,1,N/A,40.48,2.26165511034712,4048,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,snow,2,N/A,21.28,3.3794937586482567,2128,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,snow,3,N/A,12.37,4.228358486030675,1237,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,snow,4,N/A,8.15,4.781555574151534,815,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,snow,5,N/A,6.07,5.104813165302518,607,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,frost,1,N/A,52.97,1.6759667336186277,5297,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,frost,2,N/A,44.68,2.046804821943935,4468,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,frost,3,N/A,35.01,2.533226776726638,3501,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,frost,4,N/A,25.95,3.058114809325979,2595,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,frost,5,N/A,19.54,3.5518323137790344,1954,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,fog,1,N/A,49.41,1.8267527788500242,4941,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,fog,2,N/A,36.16,2.475892981396446,3616,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,fog,3,N/A,24.59,3.1350956566726107,2459,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,fog,4,N/A,17.19,3.720570772509032,1719,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,fog,5,N/A,13.01,4.189445435246335,1301,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,brightness,1,N/A,55.36,1.5646010410936573,5536,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,brightness,2,N/A,54.76,1.5877947475336776,5476,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,brightness,3,N/A,54.06,1.622575957563859,5406,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,brightness,4,N/A,53.21,1.6643131201780295,5321,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,brightness,5,N/A,51.75,1.7155772175969957,5175,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,contrast,1,N/A,55.65,1.5605943399139597,5565,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,contrast,2,N/A,55.03,1.5733687862565247,5503,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,contrast,3,N/A,54.23,1.5934325622606882,5423,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,contrast,4,N/A,54.02,1.6185863500908961,5402,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,contrast,5,N/A,53.46,1.6481520782543133,5346,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,elastic_transform,1,N/A,13.4,4.225272782241242,1340,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,elastic_transform,2,N/A,4.83,5.8696596471569205,483,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,elastic_transform,3,N/A,3.6,6.294833225539968,360,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,elastic_transform,4,N/A,2.95,6.4185921693150005,295,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,elastic_transform,5,N/A,2.76,6.453195771084556,276,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,pixelate,1,N/A,4.84,7.268027184884759,484,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,pixelate,2,N/A,3.45,7.403386152243312,345,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,pixelate,3,N/A,2.71,7.677837057958675,271,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,pixelate,4,N/A,1.95,8.005760923216615,195,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,pixelate,5,N/A,1.63,7.5152918236165105,163,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,jpeg_compression,1,N/A,9.02,4.712024625343613,902,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,jpeg_compression,2,N/A,14.5,3.979311297211466,1450,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,jpeg_compression,3,N/A,19.22,3.5512556727928453,1922,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,jpeg_compression,4,N/A,31.35,2.7213156344015386,3135,10000,2025-09-09 02:26:18
expert_3,multiplicativeShifted,1.0,3,DenseNet121,corruption,N/A,jpeg_compression,5,N/A,47.29,1.919527660442304,4729,10000,2025-09-09 02:26:18
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,gaussian_noise,1,N/A,43.43,2.6165141908428335,4343,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,gaussian_noise,2,N/A,26.2,3.7644514494304415,2620,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,gaussian_noise,3,N/A,15.24,4.801020936120914,1524,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,gaussian_noise,4,N/A,12.25,5.2567941538895235,1225,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,gaussian_noise,5,N/A,9.91,5.6455267833758,991,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,shot_noise,1,N/A,15.29,4.847660620001298,1529,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,shot_noise,2,N/A,5.77,6.382051413572287,577,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,shot_noise,3,N/A,2.66,7.1723870627487765,266,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,shot_noise,4,N/A,1.57,7.023475779762751,157,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,shot_noise,5,N/A,1.29,6.7351673162436185,129,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,impulse_noise,1,N/A,57.92,1.6475727633584905,5792,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,impulse_noise,2,N/A,34.96,2.7491425713406334,3496,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,impulse_noise,3,N/A,14.36,4.3283253289476225,1436,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,impulse_noise,4,N/A,2.3,6.638669611532477,230,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,impulse_noise,5,N/A,1.44,6.728830784182005,144,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,defocus_blur,1,N/A,64.99,1.4317564202260367,6499,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,defocus_blur,2,N/A,62.65,1.5385573483720612,6265,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,defocus_blur,3,N/A,60.65,1.6561884533000897,6065,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,defocus_blur,4,N/A,43.13,2.5754467626161213,4313,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,defocus_blur,5,N/A,26.73,3.7147615710391273,2673,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,motion_blur,1,N/A,67.84,1.3157024338275571,6784,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,motion_blur,2,N/A,67.35,1.3331646519371225,6735,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,motion_blur,3,N/A,66.49,1.3696808083147942,6649,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,motion_blur,4,N/A,65.88,1.418183770360826,6588,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,motion_blur,5,N/A,63.92,1.4886648360686967,6392,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,zoom_blur,1,N/A,57.2,1.8520949731899212,5720,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,zoom_blur,2,N/A,47.43,2.409735664536681,4743,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,zoom_blur,3,N/A,27.2,3.7877470360526555,2720,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,zoom_blur,4,N/A,13.63,5.226828889001774,1363,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,zoom_blur,5,N/A,6.1,6.497467065159278,610,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,snow,1,N/A,52.86,2.0362233798715135,5286,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,snow,2,N/A,29.2,3.59153214587441,2920,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,snow,3,N/A,14.98,5.08314688899849,1498,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,snow,4,N/A,8.66,6.057617157320433,866,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,snow,5,N/A,5.85,6.546339807631094,585,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,frost,1,N/A,65.26,1.4232065338122695,6526,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,frost,2,N/A,57.71,1.7788887023925781,5771,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,frost,3,N/A,47.66,2.3240872847883005,4766,10000,2025-09-09 03:37:04
fusion,multiplicativeShifted,1.0,N/A,FusionModel,corruption,N/A,frost,4,N/A,37.56,2.9608815470828285,3756,10000,2025-09-09 03:37:04
