epoch,train_loss,val_loss,val_accuracy,experts_lr,fusion_lr,global_head_lr,loss_global,loss_individual,loss_total,expert_0_accuracy,expert_1_accuracy,expert_2_accuracy,expert_3_accuracy,expert_0_loss,expert_1_loss,expert_2_loss,expert_3_loss,alpha,fusion_type,timestamp
49,8.568103805541993,8.018997047424316,73.32,1e-05,0.0001,0.0001,0.9207122783660888,7.64739150390625,8.568103805541993,52.35,51.6,50.3,51.3,1.8847891166687012,1.8716275928497315,1.9940307941436768,1.8969440208435058,1.0,TransformerBase,2025-09-08 21:39:44
50,8.56710682373047,7.9462027267456055,73.25,1e-05,0.0001,0.0001,0.932792000579834,7.634314790344238,8.56710682373047,52.74,51.46,50.52,51.96,1.8827074638366699,1.87510172996521,1.9975273773193358,1.8789782409667968,1.0,TransformerBase,2025-09-08 21:40:42
51,8.395912454223632,7.935280073547363,72.98,1e-05,0.0001,0.0001,0.9007294027328491,7.4951830520629885,8.395912454223632,53.3,52.02,50.51,52.23,1.8512905899047851,1.833279055595398,1.9594177652359008,1.8511956020355225,1.0,TransformerBase,2025-09-08 21:41:39
52,8.36848020172119,7.9398191482543945,73.44,1e-05,0.0001,0.0001,0.9086763505935669,7.459803814697266,8.36848020172119,53.65,52.27,50.59,52.27,1.832467195892334,1.8293219436645507,1.952367066192627,1.8456476356506348,1.0,TransformerBase,2025-09-08 21:42:36
53,8.331963674926758,7.927659473419189,73.23,1e-05,0.0001,0.0001,0.9035662975311279,7.428397352600098,8.331963674926758,53.5,52.38,50.68,52.75,1.841678564453125,1.8250122093200685,1.9264133796691894,1.8352931743621825,1.0,TransformerBase,2025-09-08 21:43:33
54,8.26943306274414,7.881155130004883,72.66,1e-05,0.0001,0.0001,0.9037819101333618,7.365651126098633,8.26943306274414,53.74,52.58,50.62,52.74,1.8125121631622314,1.793192478942871,1.9307170238494873,1.82922946434021,1.0,TransformerBase,2025-09-08 21:44:30
55,8.169421516418456,7.886071072387695,73.18,1e-05,0.0001,0.0001,0.8811768732070923,7.288244671630859,8.169421516418456,53.8,52.68,50.7,52.95,1.797687274169922,1.784296629333496,1.9102742588043213,1.7959865135192872,1.0,TransformerBase,2025-09-08 21:45:26
56,8.163783163452148,7.819868762207031,73.04,1e-05,0.0001,0.0001,0.8977468465805054,7.266036353302002,8.163783163452148,54.19,52.81,51.17,53.35,1.7886269083023072,1.7813514141082765,1.8963356311798096,1.7997223810195924,1.0,TransformerBase,2025-09-08 21:46:23
57,8.131468310546875,7.861517854309082,73.04,1e-05,0.0001,0.0001,0.8758598640441895,7.255608453369141,8.131468310546875,54.43,52.74,51.5,53.37,1.7863847709655762,1.7823577018737793,1.9042482204437257,1.7826177570343018,1.0,TransformerBase,2025-09-08 21:47:20
58,7.948668013000488,7.786754232788086,72.82,1e-05,0.0001,0.0001,0.8514298961639404,7.097238124847412,7.948668013000488,54.56,53.16,51.46,53.41,1.749917774772644,1.7363778741836549,1.8579721134185792,1.7529703422546388,1.0,TransformerBase,2025-09-08 21:48:16
59,7.960507885742188,7.782816619873047,73.03,1e-05,0.0001,0.0001,0.8609086771965027,7.09959920425415,7.960507885742188,54.74,53.25,51.74,53.68,1.7516218650817872,1.73959677734375,1.8577388261795045,1.750641718864441,1.0,TransformerBase,2025-09-08 21:49:13
60,7.832177786254883,7.799868447875976,73.06,1e-05,0.0001,0.0001,0.8344273102760315,6.997750464630127,7.832177786254883,54.85,53.18,51.93,53.69,1.724739518737793,1.719302799987793,1.832007868385315,1.7217002443313598,1.0,TransformerBase,2025-09-08 21:50:11
61,7.860696420288086,7.742085472106933,72.91,1e-05,0.0001,0.0001,0.8675366943359375,6.993159707641602,7.860696420288086,54.76,53.52,52.14,53.74,1.7205032764434816,1.7085399990081787,1.8270448558807373,1.7370716178894043,1.0,TransformerBase,2025-09-08 21:51:08
