epoch,train_loss,val_loss,val_accuracy,experts_lr,fusion_lr,global_head_lr,loss_global,loss_individual,loss_total,expert_0_accuracy,expert_1_accuracy,expert_2_accuracy,expert_3_accuracy,expert_0_loss,expert_1_loss,expert_2_loss,expert_3_loss,alpha,fusion_type,timestamp
12,13.148021542358398,10.978294862365722,70.21,1e-05,0.0001,0.0001,1.5327528770446777,11.615268664550781,13.148021542358398,37.33,35.64,35.6,35.78,2.8990561920166016,2.884322366333008,3.0396839729309084,2.792206149673462,1.0,simpleAddition,2025-09-08 21:04:21
13,12.924170016479492,10.729900703430175,70.85,1e-05,0.0001,0.0001,1.516393494796753,11.407776541137695,12.924170016479492,38.14,36.19,36.42,36.77,2.8373877559661866,2.8320588405609133,2.981921950149536,2.756408088684082,1.0,simpleAddition,2025-09-08 21:05:18
14,12.69042417755127,10.492650894165038,71.25,1e-05,0.0001,0.0001,1.5001789836883546,11.19024517364502,12.69042417755127,39.29,37.19,37.28,37.37,2.7835130310058593,2.772005502319336,2.927016353225708,2.707710235595703,1.0,simpleAddition,2025-09-08 21:06:15
15,12.39909518737793,10.296041711425781,71.18,1e-05,0.0001,0.0001,1.4599832641601562,10.939111947631837,12.39909518737793,39.52,38.79,38.3,37.56,2.7119293964385984,2.7185455837249757,2.871678254699707,2.6369587120056153,1.0,simpleAddition,2025-09-08 21:07:11
16,12.12612809753418,10.094784324645996,71.58,1e-05,0.0001,0.0001,1.4151746177673339,10.71095350189209,12.12612809753418,40.56,39.38,38.75,38.35,2.657421611404419,2.648581101989746,2.810678023147583,2.5942727603912354,1.0,simpleAddition,2025-09-08 21:08:08
17,11.926055917358399,9.938953640747071,71.37,1e-05,0.0001,0.0001,1.3806721130371093,10.545383836364746,11.926055917358399,41.13,40.28,39.45,39.6,2.6136918701171874,2.6066814796447755,2.7689056941986085,2.556104686355591,1.0,simpleAddition,2025-09-08 21:09:04
18,11.750133094787598,9.765460115051269,71.81,1e-05,0.0001,0.0001,1.3809314273834228,10.36920167388916,11.750133094787598,42.07,41.54,40.19,40.46,2.5765607219696043,2.5618056716918947,2.7238793212890626,2.506955897521973,1.0,simpleAddition,2025-09-08 21:10:02
19,11.616505099487304,9.624980513000489,71.95,1e-05,0.0001,0.0001,1.38221527633667,10.234289820861816,11.616505099487304,42.53,42.08,40.86,41.06,2.5404478576660154,2.525085444641113,2.6805439018249513,2.4882126514434812,1.0,simpleAddition,2025-09-08 21:10:58
20,11.314516479492188,9.486648507690429,72.25,1e-05,0.0001,0.0001,1.3080935428619385,10.006422912597657,11.314516479492188,43.23,42.77,41.41,41.54,2.481264733505249,2.4748169677734375,2.616613431930542,2.4337277576446534,1.0,simpleAddition,2025-09-08 21:11:56
21,11.14470640563965,9.37470866241455,72.32,1e-05,0.0001,0.0001,1.2989987796783447,9.845707643127442,11.14470640563965,43.88,43.3,41.7,42.34,2.4404380237579346,2.429013512802124,2.5781707107543945,2.3980853775024413,1.0,simpleAddition,2025-09-08 21:12:53
22,11.070699542236328,9.278827291870117,72.04,1e-05,0.0001,0.0001,1.3009602935791016,9.769739221191406,11.070699542236328,44.07,43.75,42.07,42.94,2.425260640335083,2.4035250438690188,2.5649447677612303,2.376008797454834,1.0,simpleAddition,2025-09-08 21:13:49
23,10.913284991455079,9.163971228027343,72.55,1e-05,0.0001,0.0001,1.2786009784698487,9.634684007263184,10.913284991455079,45.06,44.31,42.6,43.36,2.3858676052093504,2.376683548736572,2.5206196868896487,2.3515131759643553,1.0,simpleAddition,2025-09-08 21:14:45
24,10.674694308471679,9.06437536315918,72.42,1e-05,0.0001,0.0001,1.2358536682128907,9.438840661621093,10.674694308471679,45.63,44.76,43.33,43.74,2.334742673110962,2.325786870574951,2.4700406593322755,2.308270464324951,1.0,simpleAddition,2025-09-08 21:15:41
25,10.612576443481446,8.960189747619628,72.9,1e-05,0.0001,0.0001,1.240342653274536,9.372233786010742,10.612576443481446,45.9,45.64,44.34,44.55,2.310430638885498,2.308632137298584,2.4577008892059324,2.2954701194763185,1.0,simpleAddition,2025-09-08 21:16:38
26,10.431026229858398,8.89049156036377,72.44,1e-05,0.0001,0.0001,1.2118609580993653,9.219165295410157,10.431026229858398,46.15,45.63,44.3,45.02,2.2742235855102537,2.2772517700195314,2.409827001571655,2.2578629524230958,1.0,simpleAddition,2025-09-08 21:17:34
27,10.333139450073242,8.80061205596924,72.45,1e-05,0.0001,0.0001,1.2073378019332885,9.125801649475097,10.333139450073242,46.81,46.34,44.66,45.63,2.257576580429077,2.242255059814453,2.389454804992676,2.236515293884277,1.0,simpleAddition,2025-09-08 21:18:29
28,10.215834823608398,8.734680987548828,72.47,1e-05,0.0001,0.0001,1.1865286037445069,9.029306248474121,10.215834823608398,47.27,46.47,45.2,45.97,2.2327174205780027,2.2196438850402833,2.357134526824951,2.2198104431152346,1.0,simpleAddition,2025-09-08 21:19:26
29,10.044058861541748,8.634533502197266,72.91,1e-05,0.0001,0.0001,1.1484884558677673,8.895570481872559,10.044058861541748,48.09,47.38,45.59,46.52,2.1958662359237673,2.195054236602783,2.3260078536987305,2.178642194747925,1.0,simpleAddition,2025-09-08 21:20:22
30,9.973862867736816,8.559886154174805,72.68,1e-05,0.0001,0.0001,1.154940970993042,8.81892190093994,9.973862867736816,48.17,47.28,46.04,46.59,2.1846642475128175,2.1716904403686526,2.30192099571228,2.1606461822509764,1.0,simpleAddition,2025-09-08 21:21:20
31,9.835899438476563,8.506951258850098,72.46,1e-05,0.0001,0.0001,1.138623819732666,8.697275659179688,9.835899438476563,49.21,47.67,46.23,46.85,2.1492109584808348,2.1442410522460937,2.2768433959960936,2.1269802894592287,1.0,simpleAddition,2025-09-08 21:22:16
32,9.748473808288574,8.456926538085938,72.35,1e-05,0.0001,0.0001,1.1318482152938842,8.61662557067871,9.748473808288574,49.08,48.19,46.53,47.52,2.1283302864074707,2.1192707244873046,2.2492529777526857,2.1197716346740725,1.0,simpleAddition,2025-09-08 21:23:12
33,9.562365202331543,8.375685670471192,73.03,1e-05,0.0001,0.0001,1.0898517210006713,8.472513494873047,9.562365202331543,49.43,48.39,46.88,47.53,2.092475242614746,2.081397996520996,2.219083638381958,2.0795566932678224,1.0,simpleAddition,2025-09-08 21:24:08
34,9.590379745483398,8.330454721069335,73.1,1e-05,0.0001,0.0001,1.112004999923706,8.478374827575683,9.590379745483398,49.55,48.74,46.99,48.13,2.0961940910339356,2.0845891525268554,2.21142557182312,2.086165997314453,1.0,simpleAddition,2025-09-08 21:25:05
35,9.400745655822753,8.275746423339843,73.16,1e-05,0.0001,0.0001,1.080735719680786,8.320009939575195,9.400745655822753,50.06,49.06,47.25,48.25,2.051964980316162,2.0449467151641847,2.1796004398345947,2.0434977867126465,1.0,simpleAddition,2025-09-08 21:26:02
