epoch,train_loss,train_acc,test_loss,test_acc,lr,best_test_acc_so_far
1,3.1836,11.04,3.11,17.56,0.099996,17.56
2,3.0312,16.34,2.8539,21.6,0.099984,21.6
3,2.9278,20.27,2.707,26.92,0.099964,26.92
4,2.8551,23.57,2.392,36.28,0.099937,36.28
5,2.7851,25.27,2.3672,37.84,0.099901,37.84
6,2.7734,25.52,2.408,36.6,0.099858,37.84
7,2.7261,28.02,2.2553,41.36,0.099807,41.36
8,2.6836,28.61,2.3038,37.92,0.099748,41.36
9,2.6455,29.67,2.1053,46.8,0.099681,46.8
10,2.6266,30.7,1.9668,51.96,0.099606,51.96
11,2.5476,34.4,2.2065,43.12,0.099523,51.96
12,2.4979,36.65,1.8494,55.52,0.099433,55.52
13,2.4671,37.98,1.9673,51.2,0.099334,55.52
14,2.4452,39.44,2.1962,42.04,0.099228,55.52
15,2.4639,37.5,1.874,54.52,0.099114,55.52
16,2.3767,42.74,1.7637,58.76,0.098993,58.76
17,2.3718,40.79,1.8851,53.72,0.098863,58.76
18,2.3974,42.01,1.6274,63.4,0.098726,63.4
19,2.2754,46.12,1.816,57.44,0.098582,63.4
20,2.2918,44.7,1.6673,62.04,0.098429,63.4
21,2.2714,46.57,1.7006,60.68,0.098269,63.4
22,2.1822,49.69,1.6021,65.08,0.098101,65.08
23,2.2152,46.27,1.6536,63.56,0.097926,65.08
24,2.1834,47.73,1.6443,62.8,0.097743,65.08
25,2.1029,54.18,1.4985,68.32,0.097553,68.32
26,2.1938,48.3,1.65,64.76,0.097355,68.32
27,2.1573,50.28,1.4717,70.52,0.09715,70.52
28,2.1536,50.82,1.447,70.28,0.096937,70.52
29,2.1772,44.91,1.5393,68.04,0.096716,70.52
30,2.0614,54.97,1.4721,69.88,0.096489,70.52
31,2.1137,51.7,1.3768,73.88,0.096254,73.88
32,2.055,51.85,1.4495,72.0,0.096012,73.88
33,2.0277,56.15,1.3895,73.28,0.095762,73.88
34,2.0454,55.2,1.4529,70.68,0.095505,73.88
35,2.053,53.5,1.4103,72.0,0.095241,73.88
36,2.0394,55.6,1.3419,74.84,0.09497,74.84
37,2.0025,54.87,1.4542,70.08,0.094692,74.84
38,2.0395,53.89,1.391,72.28,0.094407,74.84
39,2.0473,55.59,1.4628,71.24,0.094115,74.84
40,1.9923,58.49,1.3763,73.44,0.093815,74.84
41,1.9827,54.95,1.3842,73.0,0.093509,74.84
42,2.0182,55.25,1.3579,75.2,0.093196,75.2
43,1.9658,58.59,1.4072,72.8,0.092876,75.2
44,2.0457,53.14,1.3988,73.08,0.09255,75.2
45,2.0127,53.9,1.3899,73.72,0.092216,75.2
46,1.9751,53.19,1.3937,73.0,0.091876,75.2
47,1.9862,54.79,1.4055,72.16,0.09153,75.2
48,1.8741,58.39,1.379,72.12,0.091177,75.2
49,1.9428,58.7,1.3046,76.16,0.090817,76.16
50,1.9991,53.55,1.3703,74.44,0.090451,76.16
51,1.9306,56.56,1.325,75.36,0.090078,76.16
52,1.882,60.41,1.3329,74.36,0.0897,76.16
