epoch,train_loss,train_acc,test_loss,test_acc,lr,best_test_acc_so_far
1,3.0953,12.37,2.6103,27.32,0.099996,27.32
2,2.9493,15.49,2.3831,31.08,0.099984,31.08
3,2.8612,19.17,2.3631,33.04,0.099964,33.04
4,2.7607,22.45,2.2427,35.28,0.099937,35.28
5,2.7506,23.12,2.2104,37.24,0.099901,37.24
6,2.7032,24.62,2.2763,35.36,0.099858,37.24
7,2.6285,26.82,2.2101,37.84,0.099807,37.84
8,2.5899,27.87,2.0131,43.4,0.099748,43.4
9,2.6083,27.25,2.035,41.96,0.099681,43.4
10,2.5513,30.61,1.8792,48.0,0.099606,48.0
11,2.4847,31.83,1.8104,49.16,0.099523,49.16
12,2.4945,31.0,1.8161,49.12,0.099433,49.16
13,2.4504,33.82,1.6754,54.04,0.099334,54.04
14,2.434,32.87,1.7257,51.44,0.099228,54.04
15,2.3904,35.72,1.6044,53.92,0.099114,54.04
16,2.3631,36.43,1.6497,53.48,0.098993,54.04
17,2.377,34.8,1.6781,54.36,0.098863,54.36
18,2.3202,38.74,1.5833,57.16,0.098726,57.16
19,2.2908,38.85,1.6215,55.68,0.098582,57.16
20,2.2732,39.93,1.5275,59.44,0.098429,59.44
21,2.2944,38.26,1.5626,57.88,0.098269,59.44
22,2.2561,40.1,1.4758,61.72,0.098101,61.72
23,2.2585,38.23,1.5712,58.68,0.097926,61.72
24,2.1648,43.91,1.4347,61.56,0.097743,61.72
25,2.2433,40.99,1.431,62.48,0.097553,62.48
26,2.1805,42.79,1.4341,62.04,0.097355,62.48
27,2.1742,43.79,1.4087,62.96,0.09715,62.96
28,2.1669,43.18,1.4554,61.44,0.096937,62.96
29,2.1787,42.92,1.3148,65.96,0.096716,65.96
30,2.1362,46.27,1.4016,63.52,0.096489,65.96
31,2.1008,45.72,1.3032,65.88,0.096254,65.96
32,2.1014,45.26,1.3535,64.44,0.096012,65.96
33,2.1105,43.77,1.3292,66.52,0.095762,66.52
34,2.0576,47.66,1.3469,66.0,0.095505,66.52
35,2.0785,46.94,1.2473,67.96,0.095241,67.96
36,2.0607,47.56,1.2097,69.12,0.09497,69.12
37,2.0533,45.83,1.3154,66.2,0.094692,69.12
38,2.0469,46.94,1.268,68.08,0.094407,69.12
