epoch,train_loss,train_acc,test_loss,test_acc,lr,best_test_acc_so_far
1,3.2035,9.37,3.0846,14.28,0.099996,14.28
2,3.1102,12.73,2.8564,19.0,0.099984,19.0
3,3.0522,14.57,2.7825,20.92,0.099964,20.92
4,2.9756,16.95,2.6079,28.12,0.099937,28.12
5,2.941,18.55,2.6778,25.2,0.099901,28.12
6,2.8802,19.58,2.5174,29.84,0.099858,29.84
7,2.8298,21.12,2.3805,35.76,0.099807,35.76
8,2.7985,23.12,2.4208,34.8,0.099748,35.76
9,2.7321,24.95,2.135,40.44,0.099681,40.44
10,2.7032,25.63,2.1575,40.08,0.099606,40.44
11,2.6593,27.67,2.0274,44.88,0.099523,44.88
12,2.5957,29.58,2.1205,42.84,0.099433,44.88
13,2.5614,30.25,2.2418,39.16,0.099334,44.88
14,2.5641,30.24,2.0675,43.4,0.099228,44.88
15,2.5139,33.38,1.8531,51.4,0.099114,51.4
16,2.4665,34.37,1.7706,52.36,0.098993,52.36
17,2.4243,37.32,2.0177,45.0,0.098863,52.36
18,2.4283,35.19,1.7884,52.88,0.098726,52.88
19,2.4373,35.69,1.7747,53.84,0.098582,53.84
20,2.3525,37.12,1.7052,55.08,0.098429,55.08
21,2.3416,39.71,1.6237,58.04,0.098269,58.04
22,2.3348,39.23,1.6187,58.68,0.098101,58.68
23,2.2824,41.77,1.5449,60.2,0.097926,60.2
24,2.2636,40.12,1.661,55.72,0.097743,60.2
25,2.2834,41.23,1.5147,61.28,0.097553,61.28
26,2.2808,39.13,1.461,62.68,0.097355,62.68
27,2.24,41.68,1.5372,60.44,0.09715,62.68
28,2.227,43.03,1.6092,58.48,0.096937,62.68
29,2.2021,43.22,1.5735,59.16,0.096716,62.68
30,2.2004,43.94,1.3286,67.64,0.096489,67.64
31,2.1986,43.57,1.36,66.04,0.096254,67.64
32,2.1606,46.5,1.4698,63.88,0.096012,67.64
33,2.1027,49.02,1.2207,70.4,0.095762,70.4
34,2.1292,47.02,1.3788,65.0,0.095505,70.4
35,2.1465,45.48,1.2549,69.88,0.095241,70.4
36,2.1208,46.24,1.3326,66.48,0.09497,70.4
37,2.1144,46.79,1.381,66.04,0.094692,70.4
38,2.0618,48.91,1.1652,72.64,0.094407,72.64
39,2.0365,50.4,1.5196,62.12,0.094115,72.64
40,2.0766,48.52,1.254,70.56,0.093815,72.64
41,2.0153,49.74,1.2851,69.28,0.093509,72.64
42,2.1094,46.18,1.2842,69.44,0.093196,72.64
43,2.0284,51.91,1.2373,70.72,0.092876,72.64
44,2.0427,47.82,1.2203,70.76,0.09255,72.64
45,2.0549,47.47,1.1816,71.56,0.092216,72.64
46,1.9666,54.15,1.2435,71.08,0.091876,72.64
47,1.9798,51.17,1.2622,69.28,0.09153,72.64
48,1.9859,51.48,1.2398,70.12,0.091177,72.64
49,1.9992,50.84,1.2316,70.0,0.090817,72.64
50,1.9745,51.73,1.224,70.76,0.090451,72.64
51,1.9409,53.28,1.1929,71.8,0.090078,72.64
52,1.9889,52.61,1.21,71.64,0.0897,72.64
53,1.9969,53.07,1.2588,70.04,0.089314,72.64
54,1.9207,54.99,1.1101,74.4,0.088923,74.4
55,1.9303,53.07,1.1007,75.56,0.088526,75.56
56,1.9756,50.68,1.1334,74.6,0.088122,75.56
57,1.908,53.42,1.1867,72.68,0.087713,75.56
58,1.9566,50.79,1.3217,66.96,0.087297,75.56
59,1.8826,55.7,1.2266,71.04,0.086876,75.56
60,1.8906,54.36,1.159,73.56,0.086448,75.56
61,1.9071,52.99,1.1761,73.64,0.086015,75.56
62,1.8792,54.08,1.1569,74.24,0.085577,75.56
63,1.9028,50.95,1.1446,74.08,0.085132,75.56
64,1.9343,51.59,1.1318,74.8,0.084683,75.56
65,1.9095,52.9,1.1129,75.4,0.084227,75.56
66,1.8894,54.92,1.1725,72.08,0.083767,75.56
67,1.842,58.27,1.1561,73.12,0.083301,75.56
68,1.8718,54.19,1.1572,74.24,0.082829,75.56
69,1.8652,53.66,1.1642,72.84,0.082353,75.56
70,1.8392,55.01,1.0959,76.28,0.081871,76.28
71,1.87,55.72,1.1607,72.92,0.081385,76.28
72,1.861,54.85,1.1464,73.88,0.080893,76.28
73,1.7822,55.87,1.1576,74.0,0.080397,76.28
74,1.8109,55.32,1.077,75.6,0.079895,76.28
75,1.835,54.38,1.0917,75.72,0.079389,76.28
76,1.772,59.36,1.139,73.32,0.078879,76.28
77,1.835,57.58,1.0858,76.08,0.078363,76.28
78,1.7955,57.31,1.2489,71.36,0.077844,76.28
79,1.7582,58.22,1.0284,77.96,0.07732,77.96
80,1.8276,55.72,1.1133,75.08,0.076791,77.96
81,1.7973,58.79,1.0159,78.28,0.076259,78.28
82,1.7544,59.78,1.148,74.0,0.075722,78.28
83,1.7386,59.94,1.058,76.8,0.075181,78.28
84,1.7403,60.99,1.0985,75.04,0.074636,78.28
85,1.77,57.51,1.0679,77.0,0.074088,78.28
86,1.7637,59.92,1.0454,77.68,0.073535,78.28
87,1.7729,58.23,1.0769,76.52,0.072979,78.28
88,1.7832,57.01,1.0089,78.44,0.072419,78.44
89,1.7335,58.78,1.032,77.68,0.071856,78.44
90,1.7638,59.61,1.0675,76.72,0.071289,78.44
91,1.777,57.71,1.0409,77.44,0.070719,78.44
92,1.7232,58.51,1.0961,74.96,0.070145,78.44
93,1.7356,59.93,0.9864,79.64,0.069569,79.64
94,1.744,58.27,1.0207,77.64,0.068989,79.64
95,1.6789,60.86,0.9669,79.88,0.068406,79.88
96,1.7317,58.12,0.987,79.36,0.067821,79.88
97,1.6843,60.65,1.0771,75.92,0.067232,79.88
98,1.7166,60.74,0.9666,80.32,0.066641,80.32
99,1.6738,62.44,0.968,80.44,0.066047,80.44
100,1.7158,58.99,0.982,79.2,0.065451,80.44
101,1.6827,60.58,1.0508,78.56,0.064852,80.44
102,1.6747,61.2,0.9759,79.28,0.064251,80.44
103,1.6577,62.09,0.9553,80.36,0.063648,80.44
104,1.7205,57.14,0.9941,79.88,0.063042,80.44
105,1.6836,61.47,0.9618,80.4,0.062434,80.44
106,1.6976,61.47,0.9517,80.44,0.061825,80.44
107,1.6057,64.23,0.929,81.4,0.061214,81.4
108,1.7215,56.69,0.9239,81.44,0.0606,81.44
109,1.6651,61.18,0.9594,80.72,0.059985,81.44
110,1.6793,60.33,0.9964,80.12,0.059369,81.44
111,1.6499,62.31,0.9307,81.12,0.058751,81.44
112,1.6359,63.82,0.9377,81.32,0.058132,81.44
113,1.645,64.09,0.9521,81.04,0.057511,81.44
114,1.587,63.59,0.9904,80.2,0.05689,81.44
115,1.5994,64.36,0.952,80.12,0.056267,81.44
116,1.6481,60.16,0.9868,79.84,0.055643,81.44
117,1.6285,62.37,0.9518,80.68,0.055018,81.44
118,1.5642,66.85,0.9342,81.2,0.054393,81.44
119,1.621,63.1,0.9487,81.16,0.053766,81.44
120,1.6002,62.48,0.9854,80.2,0.05314,81.44
121,1.6119,60.59,0.9251,81.72,0.052512,81.72
122,1.575,66.04,0.9826,79.8,0.051885,81.72
123,1.5706,66.75,0.9568,80.2,0.051257,81.72
124,1.6062,66.13,0.9686,79.32,0.050628,81.72
125,1.5789,65.05,0.9494,81.04,0.05,81.72
126,1.5254,66.5,0.9106,81.8,0.049372,81.8
127,1.5998,63.33,0.9334,81.52,0.048743,81.8
128,1.5816,62.29,0.9666,79.68,0.048115,81.8
129,1.5691,63.06,0.9542,81.08,0.047488,81.8
130,1.5454,63.28,0.8959,82.04,0.04686,82.04
