epoch,train_loss,train_acc,test_loss,test_acc,lr,best_test_acc_so_far
1,3.107,11.18,2.6746,25.08,0.099996,25.08
2,2.9863,15.34,2.587,28.6,0.099984,28.6
3,2.9075,19.05,2.5307,25.64,0.099964,28.6
4,2.846,20.37,2.5186,26.6,0.099937,28.6
5,2.849,20.31,2.3555,33.4,0.099901,33.4
6,2.7832,23.2,2.1795,40.08,0.099858,40.08
7,2.749,24.3,2.1357,39.04,0.099807,40.08
8,2.7461,24.4,2.4475,34.8,0.099748,40.08
9,2.7096,25.54,2.0001,44.88,0.099681,44.88
10,2.6801,25.47,1.9619,45.48,0.099606,45.48
11,2.6591,28.35,2.0289,44.6,0.099523,45.48
12,2.6312,28.77,2.0171,44.56,0.099433,45.48
13,2.6238,29.32,1.8315,49.92,0.099334,49.92
14,2.6412,29.02,1.7876,51.52,0.099228,51.52
15,2.5462,30.32,1.9211,49.16,0.099114,51.52
16,2.5613,31.86,1.8707,50.52,0.098993,51.52
17,2.5063,33.26,1.7812,54.08,0.098863,54.08
18,2.5105,33.58,1.8547,50.84,0.098726,54.08
19,2.516,33.41,1.7856,53.36,0.098582,54.08
20,2.4882,32.36,1.6789,56.2,0.098429,56.2
21,2.4573,34.98,1.8029,49.92,0.098269,56.2
22,2.4863,33.87,1.6208,57.4,0.098101,57.4
23,2.4061,37.0,1.7422,54.4,0.097926,57.4
24,2.4469,35.09,1.736,54.48,0.097743,57.4
25,2.3587,38.42,1.646,58.08,0.097553,58.08
26,2.3986,38.16,1.5953,60.16,0.097355,60.16
27,2.3638,38.42,1.8519,52.24,0.09715,60.16
28,2.3711,38.19,1.759,53.04,0.096937,60.16
29,2.3178,40.43,1.7067,55.84,0.096716,60.16
30,2.2903,42.09,1.6799,57.84,0.096489,60.16
31,2.3668,36.59,1.4671,61.12,0.096254,61.12
32,2.3449,38.43,1.7108,58.08,0.096012,61.12
33,2.3253,39.14,1.6642,56.84,0.095762,61.12
34,2.2919,41.7,1.4668,64.04,0.095505,64.04
35,2.2893,40.65,1.6212,60.32,0.095241,64.04
36,2.325,40.01,1.5105,62.64,0.09497,64.04
37,2.3237,39.03,1.4452,64.24,0.094692,64.24
38,2.2366,43.89,1.7293,56.08,0.094407,64.24
39,2.3052,39.06,1.3754,68.12,0.094115,68.12
40,2.2618,41.58,1.364,66.0,0.093815,68.12
41,2.2349,42.61,2.174,50.52,0.093509,68.12
42,2.2231,44.39,1.3711,66.96,0.093196,68.12
43,2.1972,43.65,1.3,69.56,0.092876,69.56
44,2.296,39.32,1.4671,65.52,0.09255,69.56
45,2.2494,41.84,1.5693,60.88,0.092216,69.56
46,2.1973,43.47,1.6213,61.08,0.091876,69.56
47,2.2227,44.64,1.6701,60.4,0.09153,69.56
48,2.2691,39.57,1.5222,63.96,0.091177,69.56
49,2.1948,44.94,1.4322,64.96,0.090817,69.56
50,2.2493,40.52,1.376,66.56,0.090451,69.56
51,2.2383,43.4,1.3687,67.44,0.090078,69.56
52,2.2584,41.89,1.5818,61.96,0.0897,69.56
53,2.1925,45.71,1.4144,64.96,0.089314,69.56
54,2.2351,41.25,1.3354,67.36,0.088923,69.56
55,2.2109,44.89,1.3589,66.36,0.088526,69.56
56,2.1746,44.45,1.3444,68.84,0.088122,69.56
57,2.1669,42.58,1.3211,69.0,0.087713,69.56
58,2.1862,47.05,1.2742,70.64,0.087297,70.64
59,2.1739,44.42,1.3879,67.28,0.086876,70.64
60,2.2116,44.08,1.4291,67.56,0.086448,70.64
61,2.1155,48.27,1.7074,60.32,0.086015,70.64
62,2.1497,44.06,1.4188,68.52,0.085577,70.64
63,2.1243,46.6,1.3307,67.68,0.085132,70.64
64,2.1153,47.55,1.3973,67.04,0.084683,70.64
65,2.1255,48.26,1.2823,68.96,0.084227,70.64
66,2.0942,50.75,1.3746,67.0,0.083767,70.64
67,2.1011,49.31,1.6251,63.4,0.083301,70.64
68,2.1417,45.31,1.3983,65.36,0.082829,70.64
69,2.1621,43.86,1.3252,69.44,0.082353,70.64
70,2.1398,47.52,1.3667,67.28,0.081871,70.64
71,2.1238,46.67,1.3429,68.48,0.081385,70.64
72,2.1007,48.58,1.5034,64.12,0.080893,70.64
73,2.1625,46.16,1.3911,66.04,0.080397,70.64
74,2.1192,47.15,1.2544,70.8,0.079895,70.8
75,2.0868,48.52,1.3192,68.48,0.079389,70.8
76,2.1013,45.91,1.3342,67.96,0.078879,70.8
77,2.1411,46.76,1.1513,74.4,0.078363,74.4
78,2.106,45.77,1.0736,75.88,0.077844,75.88
79,2.069,47.34,1.5633,66.28,0.07732,75.88
80,2.1028,47.15,1.2228,70.72,0.076791,75.88
81,2.0983,49.87,1.4828,63.76,0.076259,75.88
82,2.0732,47.8,1.0809,78.04,0.075722,78.04
83,2.1188,44.65,1.2322,71.0,0.075181,78.04
84,2.1186,49.69,1.2566,70.88,0.074636,78.04
85,2.0551,49.03,1.1693,73.12,0.074088,78.04
86,1.969,50.29,1.1929,72.48,0.073535,78.04
87,2.1319,46.09,1.1665,72.8,0.072979,78.04
88,2.0871,49.23,1.2177,71.68,0.072419,78.04
89,1.979,51.97,1.3012,70.04,0.071856,78.04
90,2.0064,52.18,1.3226,69.04,0.071289,78.04
91,1.9956,51.11,1.2882,70.08,0.070719,78.04
92,2.0287,50.57,1.0074,78.52,0.070145,78.52
93,2.0833,47.29,1.2024,73.0,0.069569,78.52
94,2.0452,52.37,1.1192,75.68,0.068989,78.52
95,1.9591,52.2,1.1546,73.72,0.068406,78.52
96,2.0306,49.4,1.1179,75.12,0.067821,78.52
97,1.9941,54.27,1.1675,73.12,0.067232,78.52
98,2.0901,47.65,1.317,68.88,0.066641,78.52
99,2.0012,52.16,1.1271,74.52,0.066047,78.52
100,2.0473,48.43,0.9642,79.48,0.065451,79.48
101,2.0447,48.07,1.0186,77.96,0.064852,79.48
102,2.0262,51.27,1.0565,76.68,0.064251,79.48
103,2.0333,50.41,1.1527,74.76,0.063648,79.48
104,2.0128,50.37,1.1207,75.6,0.063042,79.48
105,2.0522,49.71,1.0426,77.64,0.062434,79.48
106,1.9931,53.59,1.1004,75.96,0.061825,79.48
107,1.983,52.52,1.266,69.28,0.061214,79.48
108,2.0713,48.12,1.0106,78.08,0.0606,79.48
109,2.0027,51.58,1.3097,69.84,0.059985,79.48
110,1.9841,51.58,0.9851,79.72,0.059369,79.72
111,1.921,55.33,1.0305,78.32,0.058751,79.72
112,1.9653,52.73,1.1453,74.32,0.058132,79.72
113,1.9028,53.81,1.0546,77.48,0.057511,79.72
114,1.9811,52.75,1.153,73.8,0.05689,79.72
115,1.9307,53.92,1.1633,73.4,0.056267,79.72
116,2.0421,50.25,1.0879,76.16,0.055643,79.72
117,1.9662,55.17,1.0505,76.88,0.055018,79.72
118,1.9534,52.76,0.9436,81.16,0.054393,81.16
119,1.9461,52.74,0.9352,81.92,0.053766,81.92
120,1.9174,55.07,0.9529,80.76,0.05314,81.92
121,1.9251,53.27,0.9521,80.04,0.052512,81.92
122,1.9169,56.08,1.038,77.56,0.051885,81.92
123,1.9691,51.93,0.9157,82.32,0.051257,82.32
124,1.9327,53.98,0.9619,81.8,0.050628,82.32
125,1.8718,56.83,0.95,81.04,0.05,82.32
126,1.9298,55.19,1.2396,72.36,0.049372,82.32
127,1.9348,53.72,0.9521,80.8,0.048743,82.32
128,1.8554,56.5,1.0688,77.08,0.048115,82.32
129,1.8881,56.52,0.9432,80.76,0.047488,82.32
130,1.8831,54.33,1.0642,76.28,0.04686,82.32
131,1.8847,55.24,0.9349,80.8,0.046234,82.32
132,1.9157,54.66,0.9515,81.0,0.045607,82.32
133,1.9003,54.36,0.8608,83.36,0.044982,83.36
134,1.8905,55.18,0.9691,80.2,0.044357,83.36
135,1.9013,54.42,0.8823,82.76,0.043733,83.36
136,1.828,58.17,0.9897,79.6,0.04311,83.36
137,1.7931,58.93,0.9061,82.44,0.042489,83.36
138,1.8862,56.81,1.0109,78.56,0.041868,83.36
139,1.8267,59.03,0.947,81.68,0.041249,83.36
140,1.8758,54.95,0.9319,81.24,0.040631,83.36
141,1.8443,56.23,0.9357,80.48,0.040015,83.36
142,1.8173,57.88,0.9608,79.68,0.0394,83.36
143,1.9007,54.07,1.0027,79.0,0.038786,83.36
144,1.8939,55.44,0.9285,81.24,0.038175,83.36
145,1.8331,56.57,0.9236,81.4,0.037566,83.36
146,1.8795,53.87,0.9673,80.48,0.036958,83.36
147,1.8334,56.5,0.8392,84.08,0.036352,84.08
148,1.7855,59.3,0.9124,81.52,0.035749,84.08
149,1.817,56.95,0.884,82.4,0.035148,84.08
150,1.8211,57.33,1.0097,79.24,0.034549,84.08
151,1.7499,62.41,0.9027,82.48,0.033953,84.08
152,1.8414,57.93,0.9853,80.2,0.033359,84.08
153,1.7957,56.91,0.8864,82.88,0.032768,84.08
154,1.7496,59.4,0.9053,82.12,0.032179,84.08
155,1.7851,59.31,0.8551,84.36,0.031594,84.36
156,1.815,58.14,0.8814,83.32,0.031011,84.36
157,1.7855,60.04,0.9844,79.56,0.030431,84.36
158,1.739,61.47,0.9691,79.84,0.029855,84.36
159,1.7582,59.35,0.8686,84.8,0.029281,84.8
160,1.7934,61.29,0.8215,85.0,0.028711,85.0
161,1.7484,60.19,0.8603,84.04,0.028144,85.0
162,1.7443,63.67,0.8427,84.64,0.027581,85.0
163,1.7569,54.99,0.8213,85.04,0.027021,85.04
164,1.6695,62.5,0.9212,82.2,0.026465,85.04
165,1.7021,62.97,0.9097,83.0,0.025912,85.04
166,1.7179,62.95,0.8624,83.36,0.025364,85.04
167,1.7415,59.76,0.8685,83.92,0.024819,85.04
168,1.718,61.01,0.7874,85.92,0.024278,85.92
169,1.7048,60.59,0.8564,84.52,0.023741,85.92
170,1.6808,63.97,0.8895,82.72,0.023209,85.92
171,1.6733,60.66,0.7949,85.76,0.02268,85.92
