epoch,train_loss,train_acc,test_loss,test_acc,lr,best_test_acc_so_far
185,1.6257,64.14,0.9281,81.48,0.015773,83.8
186,1.6641,63.96,0.8513,84.36,0.015317,84.36
187,1.6918,65.06,0.9694,80.08,0.014868,84.36
188,1.7153,62.87,0.8728,83.92,0.014423,84.36
189,1.6115,66.51,0.8871,82.56,0.013985,84.36
190,1.7123,58.83,0.881,83.68,0.013552,84.36
191,1.5602,66.03,0.8626,83.88,0.013124,84.36
192,1.7122,60.61,0.8809,83.84,0.012703,84.36
193,1.6603,63.82,0.9294,80.88,0.012287,84.36
194,1.6642,64.28,0.8734,83.32,0.011878,84.36
195,1.6276,63.81,0.9148,82.84,0.011474,84.36
196,1.6449,64.48,0.8794,83.72,0.011077,84.36
197,1.6446,63.72,0.8448,84.08,0.010686,84.36
198,1.6185,65.0,0.8564,83.32,0.0103,84.36
199,1.6493,63.21,0.8573,84.04,0.009922,84.36
200,1.5881,63.37,0.8475,83.88,0.009549,84.36
201,1.5814,67.02,0.8289,85.08,0.009183,85.08
202,1.5779,69.86,0.8257,85.24,0.008823,85.24
203,1.5513,67.72,0.8909,82.88,0.00847,85.24
204,1.6387,64.08,0.8371,84.56,0.008124,85.24
205,1.5388,64.49,0.8415,84.16,0.007784,85.24
206,1.5455,65.34,0.8335,84.48,0.00745,85.24
207,1.5641,69.19,0.8373,84.44,0.007124,85.24
208,1.5084,67.89,0.8388,84.92,0.006804,85.24
209,1.6119,63.6,0.8112,86.56,0.006491,86.56
210,1.5679,66.79,0.8225,85.24,0.006185,86.56
211,1.5574,67.97,0.8091,85.84,0.005885,86.56
212,1.5074,66.82,0.8135,85.48,0.005593,86.56
213,1.5936,66.08,0.8368,85.0,0.005308,86.56
214,1.5855,66.55,0.8172,85.72,0.00503,86.56
215,1.58,66.58,0.8478,85.36,0.004759,86.56
216,1.5452,66.24,0.7827,86.08,0.004495,86.56
217,1.5248,67.78,0.8038,85.92,0.004238,86.56
218,1.5003,72.56,0.7908,85.92,0.003988,86.56
219,1.562,65.56,0.8485,84.72,0.003746,86.56
220,1.5223,70.24,0.8075,85.96,0.003511,86.56
221,1.5123,70.19,0.805,85.84,0.003284,86.56
222,1.5059,67.73,0.8328,85.36,0.003063,86.56
223,1.5352,73.14,0.8041,85.72,0.00285,86.56
224,1.5377,66.5,0.7835,86.72,0.002645,86.72
225,1.5129,70.13,0.8021,85.8,0.002447,86.72
226,1.4268,71.84,0.7934,86.4,0.002257,86.72
227,1.4542,71.96,0.789,86.56,0.002074,86.72
228,1.5006,67.25,0.7968,86.16,0.001899,86.72
229,1.4759,72.1,0.82,85.32,0.001731,86.72
230,1.4393,71.69,0.8028,86.28,0.001571,86.72
231,1.4488,65.53,0.8107,86.52,0.001418,86.72
232,1.4534,72.32,0.8,85.8,0.001274,86.72
233,1.411,74.05,0.8016,85.68,0.001137,86.72
234,1.5535,67.3,0.8256,85.84,0.001007,86.72
235,1.4997,68.89,0.8032,86.2,0.000886,86.72
236,1.3871,74.5,0.7935,86.04,0.000772,86.72
237,1.483,71.03,0.8121,86.12,0.000666,86.72
238,1.4504,70.99,0.802,85.92,0.000567,86.72
239,1.4867,68.74,0.7952,86.0,0.000477,86.72
240,1.4799,66.39,0.7929,86.28,0.000394,86.72
241,1.5707,63.49,0.802,86.48,0.000319,86.72
242,1.4081,73.33,0.7955,85.8,0.000252,86.72
243,1.4902,69.4,0.804,86.2,0.000193,86.72
244,1.4969,69.45,0.7866,86.32,0.000142,86.72
245,1.4604,69.71,0.7965,86.32,9.9e-05,86.72
246,1.5197,64.74,0.7951,86.92,6.3e-05,86.92
247,1.4698,71.91,0.7964,86.52,3.6e-05,86.92
248,1.4185,74.84,0.8131,86.12,1.6e-05,86.92
249,1.5092,69.35,0.801,86.52,4e-06,86.92
250,1.4769,68.6,0.8018,86.28,0.0,86.92
