epoch,train_loss,train_acc,test_loss,test_acc,lr,best_test_acc_so_far
1,3.155,11.82,2.7774,20.92,0.099996,20.92
2,2.9925,18.6,2.6141,28.52,0.099984,28.52
3,2.897,20.97,2.6076,29.96,0.099964,29.96
4,2.8567,21.5,2.3986,35.84,0.099937,35.84
5,2.7888,24.38,2.437,37.44,0.099901,37.44
6,2.7333,26.85,2.1725,42.6,0.099858,42.6
7,2.6819,29.89,2.1547,42.68,0.099807,42.68
8,2.6189,30.68,2.0148,48.12,0.099748,48.12
9,2.5486,33.42,2.0882,46.36,0.099681,48.12
10,2.4667,37.79,1.9233,51.76,0.099606,51.76
11,2.4576,36.14,1.8965,54.6,0.099523,54.6
12,2.4931,36.44,2.0096,49.24,0.099433,54.6
13,2.4048,39.86,1.803,57.52,0.099334,57.52
14,2.3504,42.79,1.7108,59.92,0.099228,59.92
15,2.2892,45.84,1.7198,60.4,0.099114,60.4
16,2.3254,44.99,1.7046,61.12,0.098993,61.12
17,2.3457,42.44,1.5869,65.16,0.098863,65.16
18,2.2607,44.94,1.5344,65.92,0.098726,65.92
19,2.1617,47.79,1.5589,66.04,0.098582,66.04
20,2.1948,49.75,1.5942,64.32,0.098429,66.04
21,2.2637,43.67,1.5761,64.44,0.098269,66.04
22,2.1394,51.97,1.4741,68.72,0.098101,68.72
23,2.2096,46.51,1.5259,67.12,0.097926,68.72
24,2.0754,55.25,1.4992,66.36,0.097743,68.72
25,2.1559,50.18,1.5485,67.8,0.097553,68.72
26,2.1595,47.56,1.4559,69.8,0.097355,69.8
27,2.1324,49.44,1.3662,73.96,0.09715,73.96
28,2.0981,52.11,1.3194,75.76,0.096937,75.76
29,2.0478,54.75,1.4409,70.56,0.096716,75.76
30,2.0113,54.67,1.3662,74.6,0.096489,75.76
31,2.1167,51.41,1.3665,72.64,0.096254,75.76
32,1.996,56.62,1.4072,71.64,0.096012,75.76
33,2.0516,51.76,1.3296,73.88,0.095762,75.76
34,1.9801,58.21,1.3288,75.08,0.095505,75.76
35,2.0318,55.2,1.3069,75.2,0.095241,75.76
36,1.9654,58.73,1.2942,75.52,0.09497,75.76
37,1.9845,56.79,1.3303,74.16,0.094692,75.76
38,1.9743,55.42,1.2987,76.68,0.094407,76.68
39,1.9174,58.64,1.3875,72.28,0.094115,76.68
40,2.019,53.52,1.2901,77.08,0.093815,77.08
41,1.9593,56.66,1.2172,80.44,0.093509,80.44
42,1.9461,53.58,1.3346,74.32,0.093196,80.44
43,1.9,58.2,1.2456,79.88,0.092876,80.44
44,1.8829,61.73,1.2301,78.88,0.09255,80.44
45,1.9448,58.67,1.2149,79.72,0.092216,80.44
46,1.9058,58.35,1.2323,79.08,0.091876,80.44
47,1.9123,57.62,1.2188,78.48,0.09153,80.44
48,1.8425,60.94,1.219,80.36,0.091177,80.44
49,1.8726,58.15,1.2371,79.84,0.090817,80.44
50,1.8344,59.1,1.2327,78.08,0.090451,80.44
51,1.8628,59.55,1.3166,76.0,0.090078,80.44
52,1.9032,56.24,1.2193,79.12,0.0897,80.44
53,1.8296,63.7,1.2609,77.68,0.089314,80.44
54,1.8895,58.61,1.2792,77.32,0.088923,80.44
55,1.8026,61.84,1.2266,78.4,0.088526,80.44
56,1.8813,58.98,1.1553,81.36,0.088122,81.36
57,1.8078,59.45,1.2,79.96,0.087713,81.36
58,1.7716,64.85,1.1199,82.56,0.087297,82.56
59,1.7202,66.7,1.1951,79.96,0.086876,82.56
60,1.8156,59.63,1.1778,81.8,0.086448,82.56
61,1.8045,62.33,1.1782,80.96,0.086015,82.56
62,1.8301,58.62,1.1769,81.0,0.085577,82.56
63,1.7471,62.08,1.1633,80.84,0.085132,82.56
64,1.7339,64.44,1.1231,83.44,0.084683,83.44
65,1.775,63.82,1.1421,83.76,0.084227,83.76
66,1.7523,64.84,1.1283,82.64,0.083767,83.76
67,1.7384,66.43,1.1615,82.0,0.083301,83.76
68,1.805,61.47,1.2298,79.88,0.082829,83.76
69,1.7475,66.47,1.1558,82.12,0.082353,83.76
70,1.7322,66.38,1.2084,80.2,0.081871,83.76
71,1.7403,64.98,1.1513,82.24,0.081385,83.76
72,1.7428,63.62,1.1463,82.8,0.080893,83.76
73,1.755,65.27,1.1372,81.4,0.080397,83.76
74,1.7932,62.92,1.1483,82.52,0.079895,83.76
75,1.6675,67.09,1.2173,78.52,0.079389,83.76
76,1.7392,63.44,1.1654,81.52,0.078879,83.76
77,1.6823,64.75,1.1372,82.0,0.078363,83.76
78,1.6618,68.41,1.1938,81.72,0.077844,83.76
79,1.7107,61.21,1.1722,81.4,0.07732,83.76
80,1.6629,68.37,1.1099,83.28,0.076791,83.76
81,1.6646,69.78,1.1211,82.6,0.076259,83.76
82,1.6693,70.12,1.141,82.68,0.075722,83.76
83,1.656,66.47,1.1204,82.4,0.075181,83.76
84,1.6941,67.32,1.1271,82.96,0.074636,83.76
85,1.6596,65.25,1.1336,82.48,0.074088,83.76
86,1.6833,64.21,1.1448,82.52,0.073535,83.76
87,1.6426,68.0,1.1041,83.0,0.072979,83.76
88,1.6409,69.42,1.1089,84.36,0.072419,84.36
89,1.5518,71.5,1.1364,83.44,0.071856,84.36
90,1.7086,63.6,1.1487,82.92,0.071289,84.36
91,1.6702,66.3,1.1234,83.0,0.070719,84.36
92,1.6124,72.26,1.1105,83.36,0.070145,84.36
93,1.612,67.08,1.1403,82.48,0.069569,84.36
94,1.6214,68.54,1.0986,83.68,0.068989,84.36
95,1.6155,70.72,1.1073,83.8,0.068406,84.36
96,1.602,70.47,1.1182,83.4,0.067821,84.36
