epoch,train_loss,train_acc,test_loss,test_acc,lr,best_test_acc_so_far
110,1.5239,71.8,1.0417,85.72,0.059369,86.6
111,1.5592,67.26,1.0426,85.8,0.058751,86.6
112,1.5582,69.51,1.0577,86.16,0.058132,86.6
113,1.5835,67.3,1.0935,84.12,0.057511,86.6
114,1.5882,64.07,1.0914,84.8,0.05689,86.6
115,1.5128,72.41,1.0643,85.48,0.056267,86.6
116,1.5569,70.9,1.0649,84.96,0.055643,86.6
117,1.511,71.86,1.0341,86.52,0.055018,86.6
118,1.4304,77.43,1.0453,85.72,0.054393,86.6
119,1.4975,77.83,1.0366,86.36,0.053766,86.6
120,1.5321,68.27,1.0563,85.88,0.05314,86.6
121,1.46,72.94,1.0463,86.36,0.052512,86.6
122,1.4545,72.81,1.0485,86.68,0.051885,86.68
123,1.4654,74.84,1.0136,87.64,0.051257,87.64
124,1.5253,68.85,1.0415,86.6,0.050628,87.64
125,1.4944,74.2,1.0471,86.04,0.05,87.64
126,1.5056,75.47,1.057,86.48,0.049372,87.64
127,1.5045,69.27,1.062,86.12,0.048743,87.64
128,1.5097,73.74,1.0533,86.48,0.048115,87.64
129,1.4386,77.87,1.0099,87.56,0.047488,87.64
130,1.4614,74.69,1.0383,84.84,0.04686,87.64
131,1.5546,66.58,1.0878,85.04,0.046234,87.64
132,1.536,66.54,1.0352,87.12,0.045607,87.64
133,1.4503,76.88,1.0234,86.52,0.044982,87.64
134,1.4483,78.48,1.0253,87.2,0.044357,87.64
135,1.5263,67.5,1.0517,86.64,0.043733,87.64
136,1.5455,65.82,1.0542,85.96,0.04311,87.64
137,1.5174,71.2,1.0469,87.16,0.042489,87.64
138,1.4907,71.54,1.0176,87.32,0.041868,87.64
139,1.4505,76.56,1.0396,86.56,0.041249,87.64
140,1.4461,75.56,1.0319,86.68,0.040631,87.64
141,1.4791,73.81,1.0226,86.76,0.040015,87.64
142,1.4481,76.84,1.0156,87.16,0.0394,87.64
143,1.4635,71.02,1.0298,86.64,0.038786,87.64
144,1.4567,75.8,1.0317,86.76,0.038175,87.64
145,1.4539,73.94,1.02,86.96,0.037566,87.64
146,1.4441,75.61,1.028,87.04,0.036958,87.64
147,1.3939,74.12,1.0045,87.8,0.036352,87.8
148,1.3938,79.82,1.0291,86.2,0.035749,87.8
149,1.4051,77.9,1.0002,87.36,0.035148,87.8
150,1.4439,74.34,1.0112,86.92,0.034549,87.8
151,1.3872,78.73,0.9823,87.92,0.033953,87.92
152,1.4246,76.67,1.021,86.64,0.033359,87.92
153,1.4653,73.95,1.0283,86.92,0.032768,87.92
154,1.4146,75.5,1.0164,87.36,0.032179,87.92
155,1.459,73.13,1.0232,87.08,0.031594,87.92
156,1.4537,76.32,1.0326,86.48,0.031011,87.92
157,1.4233,74.77,1.0213,87.04,0.030431,87.92
158,1.42,74.47,1.0225,86.72,0.029855,87.92
159,1.4767,70.05,1.0294,86.96,0.029281,87.92
160,1.3645,81.31,1.0061,87.28,0.028711,87.92
161,1.416,72.03,1.0281,87.04,0.028144,87.92
162,1.4219,80.01,1.0242,87.0,0.027581,87.92
163,1.4377,75.05,1.0438,86.48,0.027021,87.92
164,1.4046,78.21,1.0153,86.84,0.026465,87.92
165,1.3325,79.62,1.0329,86.56,0.025912,87.92
166,1.3917,77.02,1.0065,87.76,0.025364,87.92
167,1.4107,73.41,1.0251,88.16,0.024819,88.16
168,1.3756,80.91,1.0145,87.96,0.024278,88.16
169,1.5174,67.48,1.0135,87.8,0.023741,88.16
170,1.3672,78.53,1.0006,88.28,0.023209,88.28
171,1.3774,75.48,1.0162,87.2,0.02268,88.28
172,1.3753,78.54,0.9913,87.76,0.022156,88.28
173,1.3852,76.16,1.0016,87.64,0.021637,88.28
174,1.3999,75.44,1.0392,87.16,0.021121,88.28
175,1.3443,77.53,1.0092,87.8,0.020611,88.28
176,1.3229,81.79,0.9768,88.64,0.020105,88.64
177,1.3636,73.96,0.9916,87.84,0.019603,88.64
178,1.4055,73.7,1.0009,87.76,0.019107,88.64
179,1.4124,75.32,1.0006,88.24,0.018615,88.64
180,1.4019,76.56,1.0083,87.84,0.018129,88.64
181,1.3532,79.66,1.0053,87.52,0.017647,88.64
182,1.4165,70.38,1.0162,87.68,0.017171,88.64
183,1.42,72.04,1.0034,87.52,0.016699,88.64
184,1.395,71.2,0.9977,88.08,0.016233,88.64
185,1.3602,78.1,0.9758,88.36,0.015773,88.64
186,1.3521,75.35,0.9858,88.64,0.015317,88.64
187,1.3391,77.87,0.9823,89.0,0.014868,89.0
188,1.3823,73.96,0.9844,88.16,0.014423,89.0
189,1.3255,81.2,0.995,88.88,0.013985,89.0
190,1.3258,80.26,0.9836,88.52,0.013552,89.0
191,1.3483,78.44,1.0001,88.52,0.013124,89.0
192,1.3551,72.65,0.9942,88.68,0.012703,89.0
193,1.3114,80.52,0.9755,88.32,0.012287,89.0
194,1.3895,75.66,0.9759,88.88,0.011878,89.0
195,1.4021,73.41,0.9892,88.12,0.011474,89.0
196,1.3247,74.52,0.9819,88.96,0.011077,89.0
197,1.3003,75.49,0.9818,88.52,0.010686,89.0
198,1.3348,79.51,0.9728,89.0,0.0103,89.0
199,1.408,75.17,1.0037,88.12,0.009922,89.0
200,1.3869,75.99,0.9807,89.28,0.009549,89.28
201,1.3751,74.76,0.9831,88.64,0.009183,89.28
202,1.2783,84.66,0.9744,88.32,0.008823,89.28
203,1.3499,76.09,0.9913,88.92,0.00847,89.28
204,1.3152,77.63,0.9765,88.88,0.008124,89.28
205,1.3682,82.3,0.9937,88.16,0.007784,89.28
206,1.3541,77.72,0.9964,88.72,0.00745,89.28
207,1.3401,78.5,0.9804,88.44,0.007124,89.28
208,1.3432,77.25,0.9945,88.76,0.006804,89.28
209,1.362,74.79,1.0021,88.52,0.006491,89.28
210,1.3142,82.49,0.9836,88.44,0.006185,89.28
211,1.3402,74.23,0.9922,88.24,0.005885,89.28
212,1.3395,76.37,0.9762,89.0,0.005593,89.28
213,1.3144,80.78,0.9755,89.08,0.005308,89.28
214,1.2802,76.9,0.9804,88.76,0.00503,89.28
215,1.3588,75.36,0.9794,88.92,0.004759,89.28
216,1.3264,78.36,0.9713,89.4,0.004495,89.4
217,1.3487,74.46,0.9726,89.56,0.004238,89.56
218,1.345,78.66,0.9803,88.96,0.003988,89.56
219,1.361,78.22,0.9837,88.68,0.003746,89.56
220,1.3502,71.25,0.9809,88.6,0.003511,89.56
221,1.3086,81.81,0.975,88.92,0.003284,89.56
222,1.3051,79.03,0.9875,89.0,0.003063,89.56
223,1.2834,84.52,0.9737,88.8,0.00285,89.56
224,1.3593,69.81,0.9949,88.56,0.002645,89.56
225,1.3666,77.44,0.9779,88.92,0.002447,89.56
226,1.3479,75.79,0.9813,88.72,0.002257,89.56
227,1.2518,78.97,0.9595,88.8,0.002074,89.56
228,1.3126,80.8,0.9792,88.88,0.001899,89.56
229,1.3598,75.55,0.9796,89.12,0.001731,89.56
230,1.2977,81.02,0.9791,89.2,0.001571,89.56
231,1.3255,81.1,0.9787,88.64,0.001418,89.56
232,1.2882,79.94,0.9705,89.0,0.001274,89.56
