epoch,train_loss,train_acc,test_loss,test_acc,lr,best_test_acc_so_far
1,3.194,7.32,3.8877,9.32,0.099996,9.32
2,3.1209,10.72,3.1118,13.56,0.099984,13.56
3,3.0889,11.81,2.7544,23.16,0.099964,23.16
4,3.035,13.72,2.9338,20.32,0.099937,23.16
5,2.9971,15.07,3.0832,16.04,0.099901,23.16
6,2.9771,15.61,2.8001,22.36,0.099858,23.16
7,2.9147,17.38,2.7337,25.52,0.099807,25.52
8,2.881,18.93,2.5597,29.32,0.099748,29.32
9,2.8504,20.92,2.257,36.36,0.099681,36.36
10,2.8419,20.22,2.6075,26.04,0.099606,36.36
11,2.7722,24.2,2.3239,34.44,0.099523,36.36
12,2.7302,24.52,2.3314,34.52,0.099433,36.36
13,2.7079,24.95,2.2354,37.68,0.099334,37.68
14,2.6988,25.61,2.3876,32.68,0.099228,37.68
15,2.6167,29.89,2.0596,42.24,0.099114,42.24
16,2.6109,28.42,2.3642,37.88,0.098993,42.24
17,2.6164,29.92,1.9101,46.96,0.098863,46.96
18,2.5976,30.39,1.7734,51.2,0.098726,51.2
19,2.5982,29.59,1.9375,47.32,0.098582,51.2
20,2.5603,29.36,1.6983,54.44,0.098429,54.44
21,2.4889,34.26,1.8652,48.92,0.098269,54.44
22,2.5157,32.84,1.6956,53.32,0.098101,54.44
23,2.4591,34.13,1.585,57.2,0.097926,57.2
24,2.4559,33.2,1.6929,54.04,0.097743,57.2
25,2.4651,35.48,1.7966,50.92,0.097553,57.2
26,2.438,33.56,1.6527,55.12,0.097355,57.2
27,2.4252,34.26,1.618,57.48,0.09715,57.48
28,2.4621,33.41,1.6253,56.52,0.096937,57.48
29,2.4496,35.39,1.6403,56.28,0.096716,57.48
30,2.3303,40.64,1.5667,59.0,0.096489,59.0
31,2.3618,40.23,1.4992,60.68,0.096254,60.68
32,2.3607,39.57,1.4885,61.64,0.096012,61.64
33,2.3931,35.88,1.5892,59.12,0.095762,61.64
34,2.3397,38.46,1.4391,63.2,0.095505,63.2
35,2.3137,40.3,1.5007,62.04,0.095241,63.2
36,2.3082,40.08,1.4059,66.04,0.09497,66.04
37,2.3356,37.69,1.3991,65.8,0.094692,66.04
38,2.3169,40.69,1.5348,60.08,0.094407,66.04
39,2.2451,42.16,1.4259,63.44,0.094115,66.04
40,2.2289,41.57,1.2796,68.92,0.093815,68.92
