epoch,train_loss,train_acc,test_loss,test_acc,lr,best_test_acc_so_far
1,3.0381,14.7,2.6489,25.36,0.099996,25.36
2,2.8238,21.91,2.2846,36.84,0.099984,36.84
3,2.7111,26.67,2.2033,41.48,0.099964,41.48
4,2.7047,26.15,2.1838,41.24,0.099937,41.48
5,2.6446,28.33,2.096,43.72,0.099901,43.72
6,2.6443,29.84,1.9845,46.52,0.099858,46.52
7,2.5813,32.36,1.9628,49.08,0.099807,49.08
8,2.5428,32.71,1.9257,50.0,0.099748,50.0
9,2.5052,35.4,1.8855,51.36,0.099681,51.36
10,2.5014,36.07,1.937,50.24,0.099606,51.36
11,2.4331,36.82,1.8434,54.16,0.099523,54.16
12,2.3829,40.44,1.8514,52.0,0.099433,54.16
13,2.3824,38.56,1.7427,58.28,0.099334,58.28
14,2.325,41.39,1.7453,56.6,0.099228,58.28
15,2.2925,43.2,1.6882,60.72,0.099114,60.72
16,2.2673,43.78,1.6516,61.08,0.098993,61.08
17,2.3051,42.53,1.6923,60.0,0.098863,61.08
18,2.2522,44.79,1.5901,63.4,0.098726,63.4
19,2.274,43.7,1.5508,64.6,0.098582,64.6
20,2.2452,43.92,1.6417,62.08,0.098429,64.6
21,2.208,46.67,1.5782,63.68,0.098269,64.6
22,2.1783,50.33,1.5647,64.84,0.098101,64.84
23,2.2144,46.67,1.6245,63.36,0.097926,64.84
24,2.0925,50.89,1.5417,64.64,0.097743,64.84
25,2.1266,50.1,1.5078,66.84,0.097553,66.84
26,2.1434,50.33,1.5331,66.08,0.097355,66.84
27,2.1073,49.59,1.4951,67.56,0.09715,67.56
28,2.1082,47.6,1.5283,65.12,0.096937,67.56
29,2.0887,52.83,1.4823,68.72,0.096716,68.72
30,2.0905,52.31,1.5357,65.16,0.096489,68.72
31,2.1114,48.48,1.5055,67.16,0.096254,68.72
32,2.0425,53.26,1.4224,70.08,0.096012,70.08
33,2.0515,54.0,1.4322,70.08,0.095762,70.08
34,2.0358,53.79,1.4391,69.96,0.095505,70.08
35,2.0101,52.03,1.4372,68.88,0.095241,70.08
36,2.012,53.03,1.4674,67.0,0.09497,70.08
37,1.9511,56.9,1.3993,70.32,0.094692,70.32
38,1.976,54.92,1.4145,72.48,0.094407,72.48
39,1.9428,56.46,1.4088,70.24,0.094115,72.48
40,1.9496,57.6,1.3514,73.2,0.093815,73.2
41,1.9765,53.52,1.41,70.72,0.093509,73.2
42,1.9557,55.77,1.3631,72.56,0.093196,73.2
43,1.9649,56.64,1.3692,72.48,0.092876,73.2
44,1.9386,58.57,1.3417,74.32,0.09255,74.32
45,1.9298,57.61,1.3691,72.6,0.092216,74.32
46,1.8997,59.02,1.3982,71.56,0.091876,74.32
47,1.9153,58.56,1.376,71.76,0.09153,74.32
48,1.9519,54.76,1.3147,75.28,0.091177,75.28
49,1.8774,61.32,1.3468,73.28,0.090817,75.28
50,1.878,59.0,1.3449,73.32,0.090451,75.28
51,1.8444,60.77,1.3305,75.24,0.090078,75.28
52,1.9184,53.02,1.3466,74.04,0.0897,75.28
53,1.8233,59.61,1.3412,73.16,0.089314,75.28
54,1.9004,56.07,1.311,73.84,0.088923,75.28
55,1.8486,60.74,1.3073,75.04,0.088526,75.28
56,1.8912,57.97,1.3453,73.28,0.088122,75.28
57,1.8015,65.68,1.3036,75.68,0.087713,75.68
58,1.7836,59.0,1.3513,74.16,0.087297,75.68
59,1.8826,56.22,1.3266,75.28,0.086876,75.68
60,1.8607,57.72,1.3102,75.44,0.086448,75.68
61,1.8066,61.99,1.3285,74.68,0.086015,75.68
62,1.8236,56.94,1.311,76.36,0.085577,76.36
63,1.8709,57.54,1.325,74.92,0.085132,76.36
64,1.7548,63.32,1.266,76.92,0.084683,76.92
65,1.7973,60.53,1.2947,74.76,0.084227,76.92
66,1.7903,65.85,1.3041,76.2,0.083767,76.92
67,1.7914,58.59,1.2691,77.52,0.083301,77.52
68,1.7368,65.51,1.277,76.0,0.082829,77.52
69,1.7753,63.46,1.2341,78.0,0.082353,78.0
70,1.7476,65.93,1.2481,76.76,0.081871,78.0
71,1.7578,64.72,1.2935,76.04,0.081385,78.0
72,1.7407,62.28,1.2776,76.4,0.080893,78.0
73,1.787,61.83,1.2812,76.24,0.080397,78.0
74,1.8138,62.03,1.2934,76.4,0.079895,78.0
75,1.6815,66.46,1.2665,77.08,0.079389,78.0
76,1.6933,67.26,1.255,77.0,0.078879,78.0
77,1.7194,62.9,1.2502,77.0,0.078363,78.0
78,1.7818,62.29,1.2966,75.68,0.077844,78.0
79,1.7267,63.07,1.2882,76.44,0.07732,78.0
80,1.7003,65.86,1.2474,78.24,0.076791,78.24
81,1.7033,66.58,1.2083,78.6,0.076259,78.6
82,1.7557,58.81,1.2263,78.52,0.075722,78.6
83,1.7484,62.34,1.222,78.72,0.075181,78.72
84,1.7271,63.93,1.2712,77.4,0.074636,78.72
85,1.6703,65.98,1.2505,77.68,0.074088,78.72
86,1.6803,63.87,1.2156,79.0,0.073535,79.0
87,1.7264,61.1,1.2854,76.96,0.072979,79.0
88,1.6998,63.86,1.2402,78.52,0.072419,79.0
89,1.7267,60.85,1.2447,78.16,0.071856,79.0
90,1.6773,65.22,1.2651,77.16,0.071289,79.0
91,1.6519,67.83,1.2282,78.52,0.070719,79.0
92,1.6943,67.01,1.254,77.52,0.070145,79.0
93,1.6716,65.93,1.2785,77.2,0.069569,79.0
94,1.6324,68.42,1.2236,79.32,0.068989,79.32
95,1.6159,70.31,1.2332,78.8,0.068406,79.32
96,1.6673,66.81,1.2232,78.68,0.067821,79.32
97,1.5982,70.36,1.2267,79.08,0.067232,79.32
98,1.5794,68.46,1.1847,80.2,0.066641,80.2
99,1.6258,63.29,1.2586,77.28,0.066047,80.2
100,1.6146,69.74,1.212,79.52,0.065451,80.2
101,1.64,66.89,1.2159,79.12,0.064852,80.2
102,1.5858,66.31,1.2736,77.04,0.064251,80.2
103,1.5649,72.11,1.2203,78.64,0.063648,80.2
104,1.5995,72.08,1.2268,78.64,0.063042,80.2
105,1.6411,69.44,1.2258,78.24,0.062434,80.2
106,1.5483,74.07,1.2275,78.44,0.061825,80.2
107,1.6846,64.88,1.2228,79.24,0.061214,80.2
108,1.5781,68.2,1.2102,79.08,0.0606,80.2
109,1.6184,70.79,1.2121,79.48,0.059985,80.2
110,1.5726,70.98,1.2374,79.12,0.059369,80.2
111,1.5376,70.27,1.2447,78.24,0.058751,80.2
112,1.5649,74.14,1.2314,78.88,0.058132,80.2
