epoch,train_loss,train_acc,test_loss,test_acc,lr,best_test_acc_so_far
1,4.5917,2.21,4.3551,5.71,0.099996,5.71
2,4.4529,3.72,4.0667,8.23,0.099984,8.23
3,4.382,4.8,4.0624,8.67,0.099964,8.67
4,4.3538,5.13,4.1435,6.49,0.099937,8.67
5,4.2926,6.07,3.914,10.4,0.099901,10.4
6,4.2382,7.02,3.8057,11.93,0.099858,11.93
7,4.1879,8.22,3.5153,17.56,0.099807,17.56
8,4.1499,8.69,3.4795,18.46,0.099748,18.46
9,4.0868,9.61,3.4618,18.22,0.099681,18.46
10,4.0323,10.67,3.1702,23.48,0.099606,23.48
11,3.9989,11.95,3.2486,21.87,0.099523,23.48
12,3.9407,13.36,2.9838,27.37,0.099433,27.37
13,3.8874,14.25,3.1576,24.36,0.099334,27.37
14,3.8665,14.74,3.0168,26.05,0.099228,27.37
15,3.782,16.16,2.8206,31.15,0.099114,31.15
16,3.7499,17.31,2.6934,34.83,0.098993,34.83
17,3.7712,16.64,2.9396,28.73,0.098863,34.83
18,3.7226,17.85,2.7568,33.43,0.098726,34.83
19,3.7104,18.1,2.77,32.65,0.098582,34.83
20,3.6237,19.99,2.5313,38.4,0.098429,38.4
21,3.639,19.66,2.6117,36.82,0.098269,38.4
22,3.6141,20.79,2.6203,37.05,0.098101,38.4
23,3.6085,21.13,2.5668,37.46,0.097926,38.4
24,3.6161,21.21,2.5192,39.02,0.097743,39.02
25,3.5756,21.45,2.4515,40.27,0.097553,40.27
26,3.5349,22.38,2.7867,32.99,0.097355,40.27
27,3.5199,23.07,2.6594,37.34,0.09715,40.27
28,3.5175,23.1,2.4639,40.39,0.096937,40.39
29,3.5686,21.85,2.5038,39.45,0.096716,40.39
30,3.46,24.71,2.5604,38.88,0.096489,40.39
31,3.5177,22.61,2.5489,38.97,0.096254,40.39
32,3.4046,26.13,2.5537,39.27,0.096012,40.39
33,3.4565,24.5,2.3954,41.96,0.095762,41.96
34,3.4133,26.61,2.3475,44.05,0.095505,44.05
35,3.4614,24.11,2.5223,40.16,0.095241,44.05
36,3.4547,25.47,2.4674,40.38,0.09497,44.05
37,3.382,26.71,2.2944,44.67,0.094692,44.67
38,3.3552,26.55,2.2498,46.47,0.094407,46.47
39,3.3987,26.35,2.3828,44.64,0.094115,46.47
40,3.357,27.61,2.3243,44.77,0.093815,46.47
41,3.3342,28.81,2.3284,44.82,0.093509,46.47
42,3.3963,26.14,2.2872,46.61,0.093196,46.61
43,3.4104,25.57,2.2326,46.68,0.092876,46.68
44,3.3223,29.1,2.24,47.26,0.09255,47.26
45,3.3929,26.47,2.2216,47.1,0.092216,47.26
46,3.3382,27.39,2.2504,46.63,0.091876,47.26
47,3.3532,27.75,2.3488,44.71,0.09153,47.26
48,3.3272,28.12,2.1004,50.74,0.091177,50.74
49,3.3083,28.39,2.1791,48.71,0.090817,50.74
50,3.2784,29.59,2.2293,47.25,0.090451,50.74
