epoch,train_loss,train_acc,test_loss,test_acc,lr,best_test_acc_so_far
1,4.5286,3.51,4.2093,6.97,0.099996,6.97
2,4.3844,4.86,4.0315,8.51,0.099984,8.51
3,4.3142,5.71,3.8878,11.41,0.099964,11.41
4,4.2662,7.01,3.8582,11.53,0.099937,11.53
5,4.2307,7.77,3.8584,12.94,0.099901,12.94
6,4.183,8.44,3.6904,13.87,0.099858,13.87
7,4.1447,9.19,3.6328,15.71,0.099807,15.71
8,4.0853,10.43,3.6559,16.77,0.099748,16.77
9,4.0476,11.33,3.4008,19.95,0.099681,19.95
10,3.9953,12.88,3.3456,23.2,0.099606,23.2
11,3.9193,14.11,3.2994,22.08,0.099523,23.2
12,3.8954,15.1,3.054,26.6,0.099433,26.6
13,3.8694,14.62,3.0942,26.87,0.099334,26.87
14,3.8678,15.37,3.0234,28.3,0.099228,28.3
15,3.8122,17.07,2.993,27.23,0.099114,28.3
16,3.771,18.25,3.1143,27.5,0.098993,28.3
17,3.7806,17.07,3.2402,25.96,0.098863,28.3
18,3.7447,18.35,3.4713,21.3,0.098726,28.3
19,3.6988,19.03,2.9676,30.81,0.098582,30.81
20,3.6999,19.7,2.9769,30.12,0.098429,30.81
21,3.6588,20.19,3.0279,30.28,0.098269,30.81
22,3.6618,20.29,2.8841,31.3,0.098101,31.3
23,3.6815,20.41,2.7981,34.41,0.097926,34.41
24,3.6609,20.11,2.9149,34.44,0.097743,34.44
25,3.6696,20.24,3.1728,29.57,0.097553,34.44
26,3.5969,21.89,2.8279,35.86,0.097355,35.86
27,3.6281,21.46,2.7766,34.42,0.09715,35.86
28,3.5601,22.8,2.5757,39.55,0.096937,39.55
29,3.5973,21.38,2.8799,33.21,0.096716,39.55
30,3.5994,22.42,2.5848,39.57,0.096489,39.57
31,3.5966,22.36,2.6703,36.07,0.096254,39.57
32,3.6007,21.67,2.9604,32.07,0.096012,39.57
33,3.5616,22.4,2.7699,34.09,0.095762,39.57
34,3.5714,22.19,2.582,39.44,0.095505,39.57
35,3.5752,22.85,3.0767,31.18,0.095241,39.57
36,3.543,22.89,2.5574,38.9,0.09497,39.57
37,3.5227,24.46,2.5875,38.32,0.094692,39.57
38,3.5339,22.3,2.8818,35.83,0.094407,39.57
39,3.573,22.9,2.5208,41.12,0.094115,41.12
40,3.5328,24.16,2.5357,39.86,0.093815,41.12
41,3.4302,26.88,2.5538,40.24,0.093509,41.12
42,3.498,24.5,2.6307,37.98,0.093196,41.12
43,3.4807,25.62,2.7224,36.59,0.092876,41.12
44,3.5143,23.85,3.3927,26.38,0.09255,41.12
45,3.4726,25.8,2.4402,42.55,0.092216,42.55
46,3.462,25.1,2.3359,44.79,0.091876,44.79
47,3.4698,25.75,2.7511,36.7,0.09153,44.79
48,3.4313,25.85,2.8254,35.87,0.091177,44.79
49,3.4554,25.36,2.4665,42.34,0.090817,44.79
50,3.4564,24.57,2.2897,45.64,0.090451,45.64
51,3.3846,27.84,2.6521,38.19,0.090078,45.64
52,3.4417,27.17,2.6107,39.86,0.0897,45.64
53,3.4608,25.15,2.5762,40.41,0.089314,45.64
54,3.3979,27.56,2.5492,39.49,0.088923,45.64
55,3.4207,26.01,2.9668,34.98,0.088526,45.64
56,3.43,26.24,2.7805,38.92,0.088122,45.64
