epoch,train_loss,train_acc,test_loss,test_acc,lr,best_test_acc_so_far
1,4.5329,4.2,4.1109,9.67,0.099996,9.67
2,4.3157,6.82,3.8648,14.47,0.099984,14.47
3,4.2106,8.8,3.6485,17.73,0.099964,17.73
4,4.1102,10.84,3.5749,19.8,0.099937,19.8
5,3.9817,14.02,3.4061,24.42,0.099901,24.42
6,3.9076,15.88,3.2721,26.14,0.099858,26.14
7,3.8307,17.06,2.9827,34.24,0.099807,34.24
8,3.7112,19.86,2.8982,34.3,0.099748,34.3
9,3.6386,22.6,2.7726,38.81,0.099681,38.81
10,3.5542,24.43,2.756,39.23,0.099606,39.23
11,3.5498,25.2,2.7265,40.01,0.099523,40.01
12,3.4814,27.04,2.6404,41.59,0.099433,41.59
13,3.4388,28.52,2.6761,42.12,0.099334,42.12
14,3.4131,30.1,2.702,40.59,0.099228,42.12
15,3.3977,29.66,2.5262,46.21,0.099114,46.21
16,3.3172,31.2,2.5574,45.12,0.098993,46.21
17,3.2791,31.52,2.3986,49.18,0.098863,49.18
18,3.322,30.45,2.3533,50.66,0.098726,50.66
19,3.1713,35.39,2.4609,48.63,0.098582,50.66
20,3.2163,34.99,2.338,51.48,0.098429,51.48
21,3.1357,37.45,2.3002,52.14,0.098269,52.14
22,3.1611,36.2,2.2855,53.53,0.098101,53.53
23,3.1755,35.84,2.2593,53.31,0.097926,53.53
24,3.0859,38.49,2.2941,52.45,0.097743,53.53
25,3.1006,36.73,2.287,52.57,0.097553,53.53
26,3.053,38.85,2.2446,54.4,0.097355,54.4
27,3.015,40.17,2.2087,55.77,0.09715,55.77
28,3.0742,37.26,2.2382,54.18,0.096937,55.77
29,2.9677,42.5,2.1612,56.56,0.096716,56.56
30,2.9555,42.77,2.1363,57.73,0.096489,57.73
31,3.0081,41.15,2.1412,57.74,0.096254,57.74
32,2.9804,41.54,2.153,57.18,0.096012,57.74
33,2.975,42.08,2.1942,56.39,0.095762,57.74
34,2.9686,40.95,2.1598,57.1,0.095505,57.74
35,2.8831,45.06,2.1627,56.96,0.095241,57.74
36,2.8653,45.32,2.0991,58.77,0.09497,58.77
37,2.8878,44.32,2.1906,56.5,0.094692,58.77
38,2.8488,46.69,2.1715,57.6,0.094407,58.77
39,2.8641,44.48,2.0394,60.34,0.094115,60.34
40,2.8656,45.75,2.071,59.89,0.093815,60.34
41,2.8483,45.24,2.0269,60.72,0.093509,60.72
42,2.7928,45.35,2.0392,60.73,0.093196,60.73
43,2.8052,47.07,2.0406,61.07,0.092876,61.07
44,2.8497,43.92,2.0764,60.73,0.09255,61.07
45,2.781,46.86,2.0052,61.83,0.092216,61.83
46,2.735,48.72,2.0651,60.58,0.091876,61.83
47,2.7684,48.11,2.07,60.3,0.09153,61.83
48,2.7784,47.44,2.0363,61.51,0.091177,61.83
49,2.7782,47.77,2.0144,62.15,0.090817,62.15
50,2.7422,49.0,1.9998,62.13,0.090451,62.15
51,2.7119,49.57,2.0057,62.33,0.090078,62.33
52,2.6883,49.59,1.9607,63.47,0.0897,63.47
53,2.6662,51.68,1.9527,63.01,0.089314,63.47
54,2.661,51.4,1.9662,63.39,0.088923,63.47
55,2.652,52.52,2.029,61.62,0.088526,63.47
56,2.6036,53.21,1.9855,62.82,0.088122,63.47
57,2.7112,49.2,2.045,61.31,0.087713,63.47
58,2.6646,50.58,1.9879,62.71,0.087297,63.47
59,2.645,52.18,1.9694,63.32,0.086876,63.47
60,2.6408,53.62,1.9906,63.12,0.086448,63.47
61,2.6017,53.07,2.0203,61.93,0.086015,63.47
62,2.6089,53.66,1.9679,63.45,0.085577,63.47
63,2.6583,51.21,1.9909,62.44,0.085132,63.47
64,2.6156,50.85,1.9567,64.14,0.084683,64.14
65,2.605,53.29,1.9713,63.37,0.084227,64.14
66,2.5906,54.79,1.9936,62.66,0.083767,64.14
67,2.5885,52.39,1.9246,64.41,0.083301,64.41
68,2.5136,59.18,1.9687,63.5,0.082829,64.41
69,2.5562,56.24,1.965,63.62,0.082353,64.41
70,2.5189,55.24,1.9596,64.11,0.081871,64.41
71,2.5293,55.43,1.9567,63.27,0.081385,64.41
72,2.4472,58.2,1.9452,64.28,0.080893,64.41
73,2.4763,56.78,1.9714,63.39,0.080397,64.41
74,2.4516,58.52,1.9925,63.14,0.079895,64.41
75,2.5103,57.75,1.899,65.37,0.079389,65.37
76,2.5467,55.1,1.9365,65.01,0.078879,65.37
77,2.4354,57.57,1.9781,62.98,0.078363,65.37
78,2.5228,55.45,1.9582,63.31,0.077844,65.37
79,2.491,57.75,1.917,65.07,0.07732,65.37
80,2.4962,56.31,1.9381,64.87,0.076791,65.37
81,2.4513,58.01,1.9657,64.21,0.076259,65.37
82,2.4668,58.58,1.9758,63.85,0.075722,65.37
83,2.4936,55.28,1.9026,65.51,0.075181,65.51
84,2.4476,58.29,1.9471,64.9,0.074636,65.51
85,2.4452,59.17,1.9359,64.72,0.074088,65.51
86,2.4429,58.62,1.9188,65.56,0.073535,65.56
87,2.3921,61.79,1.9373,64.99,0.072979,65.56
88,2.4648,59.16,1.9617,64.49,0.072419,65.56
89,2.4308,57.85,1.9677,64.71,0.071856,65.56
90,2.4317,58.75,2.022,63.12,0.071289,65.56
91,2.3969,60.3,1.948,64.77,0.070719,65.56
92,2.374,62.02,1.9017,66.09,0.070145,66.09
93,2.4336,58.92,1.901,66.2,0.069569,66.2
94,2.4005,58.79,1.9252,65.54,0.068989,66.2
95,2.4349,59.01,1.9572,64.51,0.068406,66.2
96,2.3745,63.08,1.9553,64.54,0.067821,66.2
97,2.4138,57.93,1.9075,65.71,0.067232,66.2
98,2.4006,62.28,1.9357,65.57,0.066641,66.2
99,2.3353,62.43,1.9271,65.93,0.066047,66.2
100,2.3732,61.26,1.96,65.21,0.065451,66.2
101,2.3291,61.69,1.9119,65.74,0.064852,66.2
102,2.3238,62.75,1.8993,66.17,0.064251,66.2
103,2.3838,61.07,1.8943,67.0,0.063648,67.0
104,2.3549,62.47,1.9034,66.39,0.063042,67.0
105,2.38,60.46,1.9219,66.05,0.062434,67.0
106,2.2328,67.12,1.8903,66.68,0.061825,67.0
107,2.378,58.74,1.9367,65.79,0.061214,67.0
108,2.2645,66.95,1.9553,65.22,0.0606,67.0
109,2.3666,62.16,1.9383,65.39,0.059985,67.0
110,2.3101,63.1,1.91,65.41,0.059369,67.0
111,2.2941,64.4,1.8963,66.75,0.058751,67.0
112,2.284,62.87,1.9188,66.2,0.058132,67.0
113,2.3259,62.77,1.9467,65.58,0.057511,67.0
114,2.3403,60.65,1.9037,66.29,0.05689,67.0
115,2.2649,63.37,1.9269,66.34,0.056267,67.0
116,2.259,64.86,1.939,65.61,0.055643,67.0
117,2.3012,62.63,1.9396,65.38,0.055018,67.0
118,2.3492,61.22,1.9166,66.72,0.054393,67.0
119,2.2799,63.66,1.8906,67.27,0.053766,67.27
120,2.3048,64.62,1.9156,66.39,0.05314,67.27
121,2.2141,63.0,1.932,66.21,0.052512,67.27
122,2.1811,68.23,1.9092,66.92,0.051885,67.27
123,2.2453,65.68,1.9355,66.17,0.051257,67.27
124,2.2315,62.74,1.9071,66.26,0.050628,67.27
125,2.2535,65.43,1.8737,67.38,0.05,67.38
126,2.1906,69.73,1.9369,66.21,0.049372,67.38
