epoch,train_loss,train_acc,test_loss,test_acc,lr,best_test_acc_so_far
1,4.5256,4.08,4.1316,9.17,0.099996,9.17
2,4.3347,6.97,3.8588,14.37,0.099984,14.37
3,4.1928,9.56,3.6681,17.5,0.099964,17.5
4,4.0796,12.32,3.5908,18.98,0.099937,18.98
5,3.9759,14.17,3.4243,24.08,0.099901,24.08
6,3.8907,16.43,3.1295,30.3,0.099858,30.3
7,3.8239,17.93,3.0584,31.72,0.099807,31.72
8,3.7323,19.68,3.0041,32.87,0.099748,32.87
9,3.6547,22.39,2.8606,36.57,0.099681,36.57
10,3.5634,24.59,2.8941,35.88,0.099606,36.57
11,3.5644,24.27,2.7346,41.01,0.099523,41.01
12,3.5196,26.57,2.7591,39.45,0.099433,41.01
13,3.4641,26.11,2.6545,41.68,0.099334,41.68
14,3.4054,29.44,2.5971,44.21,0.099228,44.21
15,3.3931,29.15,2.5145,46.34,0.099114,46.34
16,3.3469,30.46,2.5228,45.87,0.098993,46.34
17,3.3045,31.84,2.4687,47.46,0.098863,47.46
18,3.2964,33.22,2.43,49.11,0.098726,49.11
19,3.2488,33.06,2.4198,48.8,0.098582,49.11
20,3.221,34.48,2.4161,49.97,0.098429,49.97
21,3.1816,34.46,2.2848,52.99,0.098269,52.99
22,3.1491,37.1,2.3419,51.17,0.098101,52.99
23,3.0803,37.15,2.3391,51.32,0.097926,52.99
24,3.0846,39.33,2.3344,51.69,0.097743,52.99
25,3.0978,38.11,2.2739,53.64,0.097553,53.64
26,3.0392,39.71,2.2678,53.99,0.097355,53.99
27,3.051,40.13,2.2717,53.53,0.09715,53.99
28,3.0427,39.19,2.1795,56.2,0.096937,56.2
29,2.9957,41.48,2.1764,56.65,0.096716,56.65
30,3.0622,38.47,2.1872,56.16,0.096489,56.65
31,2.98,42.63,2.1771,57.14,0.096254,57.14
32,2.9106,44.25,2.1502,57.93,0.096012,57.93
33,2.9727,40.84,2.1523,56.96,0.095762,57.93
34,2.9555,42.53,2.1161,58.8,0.095505,58.8
35,2.8613,44.45,2.1568,57.56,0.095241,58.8
36,2.885,45.25,2.0812,59.09,0.09497,59.09
37,2.915,43.76,2.1712,57.1,0.094692,59.09
38,2.8855,42.79,2.0831,59.26,0.094407,59.26
39,2.7571,50.16,2.0443,60.47,0.094115,60.47
40,2.8716,44.83,2.1447,58.55,0.093815,60.47
41,2.8415,44.96,2.063,60.91,0.093509,60.91
42,2.817,45.09,2.0498,61.09,0.093196,61.09
43,2.9242,43.22,2.1095,58.13,0.092876,61.09
44,2.7812,48.96,2.0122,61.44,0.09255,61.44
45,2.8255,46.16,2.0927,60.22,0.092216,61.44
46,2.8116,47.33,2.0193,61.65,0.091876,61.65
47,2.8737,43.87,2.0447,60.81,0.09153,61.65
48,2.8121,47.65,2.0365,61.02,0.091177,61.65
49,2.7495,47.29,2.0002,62.06,0.090817,62.06
50,2.6887,49.97,2.0026,62.31,0.090451,62.31
51,2.7826,48.6,2.0456,60.92,0.090078,62.31
52,2.6694,52.69,2.071,60.17,0.0897,62.31
53,2.7456,49.44,1.9608,63.35,0.089314,63.35
54,2.649,52.42,1.9703,62.78,0.088923,63.35
55,2.666,50.75,1.9937,62.12,0.088526,63.35
56,2.6449,52.4,1.9829,62.56,0.088122,63.35
57,2.6889,50.97,1.9941,62.53,0.087713,63.35
58,2.6805,52.01,1.9688,63.71,0.087297,63.71
59,2.6627,51.51,1.98,63.37,0.086876,63.71
60,2.6517,51.15,2.0431,61.15,0.086448,63.71
61,2.619,53.2,1.9846,63.18,0.086015,63.71
62,2.6353,49.77,1.9529,63.7,0.085577,63.71
63,2.6274,53.84,2.0453,61.81,0.085132,63.71
64,2.6145,52.07,2.0069,62.24,0.084683,63.71
65,2.5817,53.25,1.9829,63.3,0.084227,63.71
66,2.4981,57.91,1.9411,64.66,0.083767,64.66
67,2.5731,54.38,1.9649,64.09,0.083301,64.66
68,2.5803,52.36,1.9323,64.98,0.082829,64.98
69,2.4679,57.96,1.9531,64.47,0.082353,64.98
70,2.4665,56.97,2.0037,62.9,0.081871,64.98
71,2.5527,55.43,1.9957,63.36,0.081385,64.98
72,2.5151,55.49,1.9696,62.98,0.080893,64.98
73,2.5053,57.26,1.9034,65.8,0.080397,65.8
74,2.5211,56.53,1.9694,64.12,0.079895,65.8
75,2.575,53.72,1.9551,64.83,0.079389,65.8
76,2.4334,60.41,1.9506,64.27,0.078879,65.8
77,2.4719,56.44,1.964,64.58,0.078363,65.8
78,2.4119,59.3,1.9633,64.58,0.077844,65.8
79,2.4679,55.9,1.9292,65.17,0.07732,65.8
80,2.4905,54.34,1.9923,64.11,0.076791,65.8
81,2.4794,57.51,1.9265,65.21,0.076259,65.8
82,2.4757,56.0,1.9055,66.08,0.075722,66.08
83,2.4947,57.8,1.9036,66.24,0.075181,66.24
84,2.4329,58.08,1.9071,65.79,0.074636,66.24
85,2.4373,57.56,1.9469,64.6,0.074088,66.24
86,2.4917,54.68,1.9372,64.86,0.073535,66.24
87,2.525,55.6,1.9463,65.08,0.072979,66.24
88,2.4094,59.97,1.9254,65.6,0.072419,66.24
89,2.4547,57.79,1.9241,65.36,0.071856,66.24
90,2.4741,59.32,1.8976,66.05,0.071289,66.24
91,2.469,59.11,1.9486,64.68,0.070719,66.24
92,2.4257,59.23,1.9462,64.54,0.070145,66.24
93,2.3892,58.22,1.9481,64.81,0.069569,66.24
94,2.4059,59.31,1.9086,66.27,0.068989,66.27
95,2.3667,62.55,1.9189,66.26,0.068406,66.27
96,2.3793,60.72,1.933,65.59,0.067821,66.27
97,2.2659,65.53,1.9034,65.88,0.067232,66.27
98,2.3709,60.1,1.9326,65.91,0.066641,66.27
99,2.4195,59.8,1.9352,65.44,0.066047,66.27
100,2.3578,60.82,1.8948,66.46,0.065451,66.46
101,2.2891,61.58,1.9122,66.27,0.064852,66.46
