epoch,train_loss,val_loss,val_accuracy,experts_lr,fusion_lr,global_head_lr,loss_global,loss_individual,loss_total,expert_0_accuracy,expert_1_accuracy,expert_2_accuracy,expert_3_accuracy,expert_0_loss,expert_1_loss,expert_2_loss,expert_3_loss,alpha,fusion_type,model_architecture,timestamp
1,159.81348786172987,64.5756930580622,54.38,6.998445665152054e-05,0.0007998223617316634,0.0007998223617316634,3.8221278190612793,12.306146621704102,84.54530334472656,75.32,75.15,75.48,75.45,1.0555166624769379,1.0329084298278712,1.03833962769448,1.0215773273117934,15.0,simpleAddition,densenet121,2025-09-02 08:38:25
2,151.5934653946116,62.18899758254425,73.53,6.993784194549054e-05,0.0007992896222341778,0.0007992896222341778,2.7338624000549316,10.849056243896484,77.5207290649414,76.01,75.3,75.87,75.38,1.0220270270033727,1.022087803369836,1.0018206495272963,1.0088671400577207,15.0,simpleAddition,densenet121,2025-09-02 08:39:37
3,144.60597567015057,61.31636491606507,76.04,6.986020188499701e-05,0.0007984023072571089,0.0007984023072571089,2.3113722801208496,7.883027076721191,73.18187713623047,76.2,75.47,76.26,75.79,1.0098416933530494,1.0152923947648158,0.984060162230383,1.0059140686747394,15.0,simpleAddition,densenet121,2025-09-02 08:40:48
4,146.48165265819694,60.95966899244091,77.0,6.975161309140606e-05,0.0007971612924732122,0.0007971612924732122,3.0859856605529785,10.546266555786133,73.28166961669922,76.2,75.54,76.39,75.54,1.0039257505272008,1.0047175537181805,0.9884954336323316,0.9974903871741476,15.0,simpleAddition,densenet121,2025-09-02 08:42:00
5,142.68385170079486,61.66963031623937,77.25,6.961218272874684e-05,0.0007955678026142498,0.0007955678026142498,2.418605327606201,9.00125789642334,81.30072784423828,76.33,75.84,76.04,76.2,1.006672678868982,1.0305460736721377,1.0016957672336433,1.008237456973595,15.0,simpleAddition,densenet121,2025-09-02 08:43:12
6,140.95760152309757,61.73768422573428,78.02,6.94420483979537e-05,0.0007936234102623282,0.0007936234102623282,2.1178829669952393,8.183074951171875,73.49610137939453,76.04,75.49,75.69,76.11,1.0033655038362816,1.0351523017581505,1.007042104684854,1.0062077400050586,15.0,simpleAddition,densenet121,2025-09-02 08:44:23
7,135.31094756307482,62.172210210486305,77.86,6.924137800107055e-05,0.0007913300342979493,0.0007913300342979493,2.9609265327453613,11.69189453125,67.28096771240234,76.14,75.55,75.66,75.55,1.0220946420597126,1.021727200550369,1.0169202459009388,1.0193481845191763,15.0,simpleAddition,densenet121,2025-09-02 08:45:34
8,135.25814935225475,61.20839304863652,78.07,6.901036957555188e-05,0.0007886899380063074,0.0007886899380063074,2.748656749725342,10.530073165893555,75.13258361816406,76.4,75.83,75.85,76.31,0.9898595591134662,1.0251022992254812,1.0070209993591792,0.9958915793443028,15.0,simpleAddition,densenet121,2025-09-02 08:46:45
9,130.0324828715264,62.19335000726241,78.37,6.87492510988237e-05,0.0007857057268436997,0.0007857057268436997,1.9006702899932861,6.787783622741699,77.6572036743164,76.51,74.96,75.71,75.58,1.0090295604512662,1.0396529587009284,1.0174781483939932,1.0168131959589222,15.0,simpleAddition,densenet121,2025-09-02 08:47:57
10,133.73364354387115,63.107140987734255,78.29,6.845828026329733e-05,0.0007823803458662555,0.0007823803458662555,2.689899444580078,10.333268165588379,83.75196838378906,75.81,75.26,75.35,75.36,1.0288216056703012,1.0415623867059056,1.0398936950707738,1.0344626994072637,15.0,simpleAddition,densenet121,2025-09-02 08:49:08
11,133.15209854705424,63.38305823410614,77.82,6.813774422205809e-05,0.0007787170768235215,0.0007787170768235215,1.6024200916290283,6.624920845031738,76.80215454101562,75.79,75.15,75.75,75.41,1.0392538158199456,1.0625552120088022,1.0300046688393703,1.0282662186441542,15.0,simpleAddition,densenet121,2025-09-02 08:50:20
12,130.5273976386348,63.6716760562945,78.89,6.778795930547991e-05,0.0007747195349197708,0.0007747195349197708,1.8886488676071167,7.2655534744262695,77.27062225341797,76.14,75.51,76.04,75.46,1.0357294316533245,1.0577045015141935,1.037501802172842,1.0503308833399905,15.0,simpleAddition,densenet121,2025-09-02 08:51:32
13,127.38612785822228,63.83041492896744,78.08,6.740927070904538e-05,0.0007703916652462335,0.0007703916652462335,2.9748075008392334,11.206367492675781,74.34046936035156,75.75,74.92,75.7,75.65,1.0527890377406832,1.0627014237114145,1.0355332772943038,1.0392271053941944,15.0,simpleAddition,densenet121,2025-09-02 08:52:43
14,129.67467971994907,65.06334242036071,78.32,6.700205215267959e-05,0.0007657377388877673,0.0007657377388877673,1.7985730171203613,7.152584552764893,73.8843994140625,75.59,74.93,75.09,75.46,1.06406660849535,1.0910910496228858,1.0740576099745835,1.042812107484552,15.0,simpleAddition,densenet121,2025-09-02 08:53:54
15,122.70000592968132,65.83580630338645,78.23,6.656670551193356e-05,0.0007607623487078127,0.0007607623487078127,2.7296290397644043,10.615180015563965,85.00877380371094,75.57,74.95,75.57,75.35,1.074856568740893,1.087843574300597,1.070731351647196,1.0902614782128153,15.0,simpleAddition,densenet121,2025-09-02 08:55:05
16,122.37978599644914,66.1597428140761,77.85,6.610366042138166e-05,0.0007554704048157912,0.0007554704048157912,1.7280398607254028,6.875370502471924,78.24085235595703,74.97,74.45,75.06,75.24,1.0802234554592567,1.1024947317340705,1.0769718719434134,1.084540626670741,15.0,simpleAddition,densenet121,2025-09-02 08:56:16
17,123.58882537069199,66.91566752180269,78.31,6.561337385062419e-05,0.0007498671297214201,0.0007498671297214201,2.038865327835083,8.366090774536133,83.1556167602539,74.9,74.29,74.89,75.46,1.0923543127277229,1.1134878789322287,1.1069508738155607,1.082601162451732,15.0,simpleAddition,densenet121,2025-09-02 08:57:27
18,123.10270859923544,66.65022847622255,78.41,6.509632965331344e-05,0.0007439580531807258,0.0007439580531807258,3.071883201599121,11.615538597106934,72.91976928710938,75.48,74.41,74.98,75.05,1.0777173796786537,1.1071846809568284,1.107396825959411,1.0859574705739565,15.0,simpleAddition,densenet121,2025-09-02 08:58:37
19,121.1115377884877,67.05504844762102,78.08,6.455303808964865e-05,0.0007377490067388427,0.0007377490067388427,2.1904783248901367,8.11778736114502,77.75804138183594,74.86,74.5,74.92,74.75,1.0910575570939463,1.1067063785806488,1.1107648045201846,1.0961354518238502,15.0,simpleAddition,densenet121,2025-09-02 08:59:48
20,121.42532493494734,68.10743964472904,78.18,6.39840353228108e-05,0.0007312461179749815,0.0007312461179749815,2.5369961261749268,10.078838348388672,72.52750396728516,74.63,74.38,74.68,74.67,1.1114957989016665,1.1233304218400884,1.124251794211472,1.1120408396177655,15.0,simpleAddition,densenet121,2025-09-02 09:00:59
