epoch,train_loss,val_loss,val_accuracy,experts_lr,fusion_lr,global_head_lr,loss_global,loss_individual,loss_total,expert_0_accuracy,expert_1_accuracy,expert_2_accuracy,expert_3_accuracy,expert_0_loss,expert_1_loss,expert_2_loss,expert_3_loss,alpha,fusion_type,model_architecture,timestamp
1,55.16354056249691,21.729850901833064,77.02,6.998445665152054e-05,0.0007998223617316634,0.0007998223617316634,3.3859949111938477,12.521663665771484,28.45358657836914,75.02,74.56,74.93,75.16,1.0529384929922563,1.0461776452728464,1.036822813221171,1.02816421095329,5.0,concatenation,densenet121,2025-09-02 08:38:39
2,51.89196613166906,21.13657566263706,77.02,6.993784194549054e-05,0.0007992896222341778,0.0007992896222341778,2.2908854484558105,8.284772872924805,23.675823211669922,75.74,75.11,76.0,75.37,1.0129001578198205,1.0266259365443942,1.0047065879725203,1.0049753551241718,5.0,concatenation,densenet121,2025-09-02 08:40:01
3,50.21541861039174,20.899471657185615,77.74,6.986020188499701e-05,0.0007984023072571089,0.0007984023072571089,2.278102397918701,9.434032440185547,21.849777221679688,75.88,75.37,76.12,75.93,0.99062955454935,1.0175926300543774,0.997304816789265,0.9952114450780651,5.0,concatenation,densenet121,2025-09-02 08:41:23
4,50.36994308761403,20.835806424104714,78.79,6.975161309140606e-05,0.0007971612924732122,0.0007971612924732122,2.999746322631836,10.398786544799805,21.964658737182617,76.14,75.79,76.25,76.41,0.9867428948607626,1.0282628634307958,0.9967086798028101,0.9760983707029608,5.0,concatenation,densenet121,2025-09-02 08:42:44
5,49.459879018083406,21.138921894604646,78.06,6.961218272874684e-05,0.0007955678026142498,0.0007955678026142498,2.1502320766448975,8.648843765258789,21.593578338623047,76.07,75.15,75.97,76.31,1.0019943706596954,1.0285397526584095,1.004938637908501,1.0008228413666351,5.0,concatenation,densenet121,2025-09-02 08:44:02
6,48.69850757454015,21.255843548835077,78.2,6.94420483979537e-05,0.0007936234102623282,0.0007936234102623282,2.0055160522460938,7.184485912322998,26.558807373046875,76.3,75.45,75.8,75.78,1.0001725147042093,1.0336075583590736,1.0145169179650801,1.0157580843454674,5.0,concatenation,densenet121,2025-09-02 08:45:21
7,46.77785484700264,21.369661367392236,78.43,6.924137800107055e-05,0.0007913300342979493,0.0007913300342979493,2.8641786575317383,11.352195739746094,25.350814819335938,75.96,75.87,75.98,75.77,1.018819732002065,1.0210942890070662,1.0154039180731471,1.0249178145505204,5.0,concatenation,densenet121,2025-09-02 08:46:40
8,46.52300173119654,21.23593988297861,77.85,6.901036957555188e-05,0.0007886899380063074,0.0007886899380063074,2.564091205596924,9.661813735961914,23.27532196044922,75.81,75.69,75.37,75.97,0.9976722613165651,1.0214180078687547,1.0290676423265963,1.007559064822861,5.0,concatenation,densenet121,2025-09-02 08:47:59
9,44.72754683675645,21.7495103667054,78.18,6.87492510988237e-05,0.0007857057268436997,0.0007857057268436997,1.8896886110305786,7.029380798339844,22.457229614257812,75.6,75.36,75.31,75.75,1.0277183704738375,1.0453130550022367,1.0477438161644754,1.0316750535482093,5.0,concatenation,densenet121,2025-09-02 08:49:18
10,46.07519453990309,21.780179253107384,78.04,6.845828026329733e-05,0.0007823803458662555,0.0007823803458662555,3.0850706100463867,12.250030517578125,24.469863891601562,75.34,75.43,75.78,75.97,1.0453311499161055,1.036992055705831,1.0471024784860732,1.0260627111302147,5.0,concatenation,densenet121,2025-09-02 08:50:37
11,46.04387266424638,21.576235674604586,78.3,6.813774422205809e-05,0.0007787170768235215,0.0007787170768235215,1.5722663402557373,6.637375831604004,23.42081642150879,75.73,75.98,75.75,75.61,1.0254136112671863,1.029912868632546,1.0303854610346541,1.0353210734415659,5.0,concatenation,densenet121,2025-09-02 08:52:06
12,45.05135512050194,22.150558254386805,77.59,6.778795930547991e-05,0.0007747195349197708,0.0007747195349197708,1.954012155532837,7.8958048820495605,23.644298553466797,75.6,75.28,75.34,75.22,1.0431947715674774,1.0597017316878596,1.0738943113556392,1.0521117599704597,5.0,concatenation,densenet121,2025-09-02 08:53:25
13,43.866909461685374,21.93391988247256,77.59,6.740927070904538e-05,0.0007703916652462335,0.0007703916652462335,2.5152430534362793,9.184883117675781,22.21951675415039,75.53,74.95,75.56,75.35,1.0320362177076219,1.0594785666163964,1.0498679521717602,1.0427462119090407,5.0,concatenation,densenet121,2025-09-02 08:54:44
14,44.536614261096034,22.437054090862034,77.83,6.700205215267959e-05,0.0007657377388877673,0.0007657377388877673,1.9738802909851074,7.759227275848389,24.239622116088867,75.56,75.0,75.5,75.74,1.0743185628818561,1.074898236160037,1.0802170219300669,1.0468803938431075,5.0,concatenation,densenet121,2025-09-02 08:56:03
15,42.221628720247296,22.895047393026232,77.2,6.656670551193356e-05,0.0007607623487078127,0.0007607623487078127,2.600054979324341,10.13882064819336,27.339962005615234,75.22,74.54,75.05,75.23,1.0836048299753214,1.10760572062263,1.0919495783274686,1.0843672020525872,5.0,concatenation,densenet121,2025-09-02 08:57:22
16,42.34807552868807,22.48217848282826,77.94,6.610366042138166e-05,0.0007554704048157912,0.0007554704048157912,1.8842523097991943,7.269237041473389,24.834169387817383,75.17,74.74,74.88,75.06,1.0619651237620582,1.0823252736767637,1.0765291233605976,1.0740945369382449,5.0,concatenation,densenet121,2025-09-02 08:58:40
17,42.38174404675448,22.803960365585134,77.94,6.561337385062419e-05,0.0007498671297214201,0.0007498671297214201,1.9029080867767334,6.975451469421387,26.982255935668945,74.87,75.1,74.81,75.32,1.0863668254659147,1.0964580178260803,1.0970992083790936,1.0649919947491417,5.0,concatenation,densenet121,2025-09-02 08:59:59
18,42.08161689661726,23.22746028175837,77.74,6.509632965331344e-05,0.0007439580531807258,0.0007439580531807258,3.0387930870056152,12.182572364807129,25.569604873657227,74.79,74.47,75.04,74.43,1.0993306501002251,1.112192889557609,1.1108897102030018,1.1028115032594414,5.0,concatenation,densenet121,2025-09-02 09:01:18
19,41.9798496584349,23.182042882412293,78.05,6.455303808964865e-05,0.0007377490067388427,0.0007377490067388427,2.073953866958618,8.016134262084961,25.85371971130371,75.54,74.33,74.64,75.36,1.0854305149633674,1.133802367162101,1.119773562950424,1.086500191235844,5.0,concatenation,densenet121,2025-09-02 09:02:37
20,41.596342593808714,23.41605439970765,77.89,6.39840353228108e-05,0.0007312461179749815,0.0007312461179749815,2.0600709915161133,8.116111755371094,26.854473114013672,74.64,74.29,74.4,75.04,1.1071241528173037,1.140001317368278,1.1200722274900992,1.094765141794953,5.0,concatenation,densenet121,2025-09-02 09:03:56
21,40.21816637546201,23.130418463598325,78.09,6.33898828898342e-05,0.0007244558044552489,0.0007244558044552489,1.679840087890625,6.657626628875732,25.120738983154297,74.52,74.23,74.81,75.07,1.103722455380838,1.1166063969648337,1.0877724968934361,1.1083556126944627,5.0,concatenation,densenet121,2025-09-02 09:05:22
