epoch,train_loss,val_loss,val_accuracy,experts_lr,fusion_lr,global_head_lr,loss_global,loss_individual,loss_total,expert_0_accuracy,expert_1_accuracy,expert_2_accuracy,expert_3_accuracy,expert_0_loss,expert_1_loss,expert_2_loss,expert_3_loss,alpha,fusion_type,model_architecture,timestamp
1,13.419735618784458,5.066863518726977,77.17,6.998445665152054e-05,0.0007998223617316634,0.0007998223617316634,3.351391315460205,12.480234146118164,6.569175720214844,75.12,74.69,74.96,75.28,1.056829891627348,1.0415744721135007,1.03563800642762,1.0309096703046485,1.0,concatenation,densenet121,2025-09-02 08:38:39
2,12.464916494828236,4.963619416273093,77.31,6.993784194549054e-05,0.0007992896222341778,0.0007992896222341778,2.1855337619781494,8.262690544128418,5.541956901550293,75.66,74.91,76.18,75.33,1.0223569847360443,1.0275201435330548,1.0032007482987415,1.0086105586607246,1.0,concatenation,densenet121,2025-09-02 08:40:01
3,12.056582227537904,4.92573527444767,77.75,6.986020188499701e-05,0.0007984023072571089,0.0007984023072571089,2.2294294834136963,9.312017440795898,5.395411491394043,75.78,75.13,76.13,75.81,0.9990753425827509,1.0259498387952395,1.0000985642022724,1.003261175336717,1.0,concatenation,densenet121,2025-09-02 08:41:22
4,12.111189274848263,4.942049255853967,78.47,6.975161309140606e-05,0.0007971612924732122,0.0007971612924732122,2.7990989685058594,10.349431991577148,5.3469133377075195,75.9,75.73,75.89,76.21,0.9998785898655276,1.0369947703578803,1.013854308973385,0.988137077681626,1.0,concatenation,densenet121,2025-09-02 08:42:43
5,11.888580672348603,5.053301771984825,78.02,6.961218272874684e-05,0.0007955678026142498,0.0007955678026142498,2.243788242340088,8.701467514038086,5.197484970092773,75.77,75.22,75.81,76.04,1.0123583659341064,1.0416093408306943,1.0239698321004458,1.0101022773151156,1.0,concatenation,densenet121,2025-09-02 08:44:02
6,11.695553465734553,5.027896929390823,78.19,6.94420483979537e-05,0.0007936234102623282,0.0007936234102623282,1.926680326461792,7.103419303894043,6.247317790985107,76.27,75.76,75.57,75.74,1.0138545836074442,1.0367756712285778,1.0248414941980868,1.0169928051248383,1.0,concatenation,densenet121,2025-09-02 08:45:22
7,11.238839559917208,5.096794360800635,78.24,6.924137800107055e-05,0.0007913300342979493,0.0007913300342979493,2.927156686782837,11.43514347076416,6.076573848724365,75.8,75.87,75.8,75.5,1.0283660813222957,1.0285742614842668,1.03290130292313,1.0303451803666126,1.0,concatenation,densenet121,2025-09-02 08:46:41
8,11.16416869586027,5.086571439912047,77.95,6.901036957555188e-05,0.0007886899380063074,0.0007886899380063074,2.4874956607818604,9.671542167663574,5.880663871765137,75.23,75.4,75.15,75.99,1.0164053447638886,1.0354946859275238,1.0446741414975516,1.0099668532987185,1.0,concatenation,densenet121,2025-09-02 08:48:01
9,10.734587421900109,5.233193451845193,77.82,6.87492510988237e-05,0.0007857057268436997,0.0007857057268436997,1.9648209810256958,6.977439880371094,5.8330912590026855,75.64,75.12,75.12,75.8,1.0422461078136782,1.0635929748981814,1.0651423840583125,1.0415884905223605,1.0,concatenation,densenet121,2025-09-02 08:49:20
10,11.052285134037838,5.222172154655939,77.75,6.845828026329733e-05,0.0007823803458662555,0.0007823803458662555,3.001295566558838,12.08121109008789,6.115237236022949,75.26,75.08,75.31,75.69,1.049846445457845,1.0555280424371551,1.068918929069857,1.0399748230282264,1.0,concatenation,densenet121,2025-09-02 08:50:39
11,11.041564609431013,5.170044898986816,78.51,6.813774422205809e-05,0.0007787170768235215,0.0007787170768235215,1.611061453819275,6.659373760223389,5.89492654800415,75.27,75.37,75.35,75.34,1.0425550115259388,1.0472452708437472,1.0498127228097072,1.051041468789306,1.0,concatenation,densenet121,2025-09-02 08:52:06
12,10.810951908932456,5.270630748966072,77.91,6.778795930547991e-05,0.0007747195349197708,0.0007747195349197708,2.014200210571289,7.95654296875,5.981288909912109,75.41,75.47,74.99,75.01,1.049079513248009,1.0606467127799988,1.0781502708604065,1.0594255931769745,1.0,concatenation,densenet121,2025-09-02 08:53:25
13,10.515775028663345,5.279605473144145,77.49,6.740927070904538e-05,0.0007703916652462335,0.0007703916652462335,2.4138426780700684,9.0900297164917,5.343396186828613,75.31,74.79,75.38,74.94,1.0500649681574181,1.0715751165076146,1.0691494677640214,1.063227194774,1.0,concatenation,densenet121,2025-09-02 08:54:44
14,10.685848145545284,5.392925425420834,77.56,6.700205215267959e-05,0.0007657377388877673,0.0007657377388877673,1.9994786977767944,7.751664161682129,6.178197383880615,75.16,74.97,74.95,75.07,1.085484128209609,1.08449363783945,1.093790980079506,1.058093556874915,1.0,concatenation,densenet121,2025-09-02 08:56:03
15,10.126265779326234,5.493634229973901,77.2,6.656670551193356e-05,0.0007607623487078127,0.0007607623487078127,2.544619083404541,10.19421100616455,6.428958892822266,74.67,74.23,74.56,74.89,1.1039652952665016,1.113852546939367,1.0999259858191768,1.0906169980387144,1.0,concatenation,densenet121,2025-09-02 08:57:22
16,10.149010929880262,5.371921611737601,78.18,6.610366042138166e-05,0.0007554704048157912,0.0007554704048157912,1.8157846927642822,7.26995325088501,5.942890167236328,74.89,74.55,74.69,74.51,1.0754333885410163,1.0957906947860234,1.0853409269188024,1.0929097752027874,1.0,concatenation,densenet121,2025-09-02 08:58:40
17,10.148569499390035,5.490446018267281,77.71,6.561337385062419e-05,0.0007498671297214201,0.0007498671297214201,1.9090523719787598,7.043373107910156,6.9381232261657715,74.46,74.79,74.64,74.9,1.0990957640394379,1.1172108831284921,1.1058282595646531,1.0898809116097945,1.0,concatenation,densenet121,2025-09-02 08:59:59
18,10.076321619975415,5.552705692339547,77.84,6.509632965331344e-05,0.0007439580531807258,0.0007439580531807258,2.9223318099975586,12.227367401123047,6.448352336883545,74.67,74.32,74.79,74.41,1.107750026485588,1.1113343155836757,1.1176396932783006,1.1133276488207564,1.0,concatenation,densenet121,2025-09-02 09:01:18
19,10.051323812219161,5.5387794971466064,77.96,6.455303808964865e-05,0.0007377490067388427,0.0007377490067388427,2.072587490081787,8.080729484558105,6.223807334899902,74.9,74.48,74.27,74.97,1.1012714263759082,1.1340310173698618,1.128825536257104,1.1061492479300197,1.0,concatenation,densenet121,2025-09-02 09:02:37
20,9.958415743670885,5.605441443527801,77.81,6.39840353228108e-05,0.0007312461179749815,0.0007312461179749815,1.9813458919525146,8.044286727905273,6.3592095375061035,73.95,73.82,74.09,74.28,1.1250004609928856,1.1426262040681476,1.1252991421313225,1.1199578348594377,1.0,concatenation,densenet121,2025-09-02 09:03:56
21,9.631067179426362,5.496043365212936,77.95,6.33898828898342e-05,0.0007244558044552489,0.0007244558044552489,1.680355191230774,6.588304042816162,6.438937187194824,74.28,74.38,74.23,74.67,1.1046079261393487,1.1202138209644752,1.1035238036626502,1.1130220980583867,1.0,concatenation,densenet121,2025-09-02 09:05:23
22,10.159045442750182,5.654538890983485,77.58,6.277116714743732e-05,0.0007173847673992845,0.0007173847673992845,2.9539670944213867,11.55445671081543,7.314757347106934,74.07,74.12,74.56,74.37,1.134319642676583,1.142441997045203,1.1331070472922506,1.125516773779181,1.0,concatenation,densenet121,2025-09-02 09:06:42
23,10.183907496778271,5.6844893829732,77.41,6.212849869335943e-05,0.0007100399850669658,0.0007100399850669658,3.1024954319000244,12.693414688110352,7.512231349945068,73.87,73.86,74.3,74.35,1.1514253435255606,1.150487556487699,1.1439570550677143,1.1238920364198806,1.0,concatenation,densenet121,2025-09-02 09:08:01
24,9.907204193404958,5.599340939823585,78.18,6.146251176377441e-05,0.0007024287058717085,0.0007024287058717085,2.8225347995758057,9.805164337158203,6.848633289337158,74.14,74.09,74.2,74.88,1.131791439991963,1.1378426710261573,1.1559783522086808,1.1014816496945634,1.0,concatenation,densenet121,2025-09-02 09:09:20
