epoch,train_loss,val_loss,val_accuracy,experts_lr,fusion_lr,global_head_lr,loss_global,loss_individual,loss_total,expert_0_accuracy,expert_1_accuracy,expert_2_accuracy,expert_3_accuracy,expert_0_loss,expert_1_loss,expert_2_loss,expert_3_loss,alpha,fusion_type,model_architecture,timestamp
68,8.767361574535128,5.839404794234264,77.88,2.162145595816158e-05,0.0002471023538075614,0.0002471023538075614,2.083644390106201,8.834352493286133,7.515814781188965,73.73,72.64,73.31,73.84,1.20513957135285,1.2177054949953585,1.221847129019001,1.177248599408548,1.0,simpleAddition,densenet121,2025-09-02 09:58:43
69,8.930466150935692,5.910795042786417,77.8,2.0794373597657864e-05,0.00023764998397323323,0.00023764998397323323,2.002384901046753,8.321407318115234,7.418332576751709,73.46,72.33,73.48,73.51,1.216523961175846,1.2272341485264935,1.2247694278065162,1.18011851099473,1.0,simpleAddition,densenet121,2025-09-02 09:59:54
70,8.403968986076645,5.884792490850521,78.03,1.998476455278708e-05,0.00022839730917471,0.00022839730917471,2.2587780952453613,9.631341934204102,6.985602378845215,73.51,72.78,73.49,73.88,1.2196758736537983,1.2148324952849858,1.210600418380544,1.1786453474926044,1.0,simpleAddition,densenet121,2025-09-02 10:01:06
71,8.421988656249228,5.881798913207235,77.85,1.919342780993122e-05,0.00021935346068492872,0.00021935346068492872,2.0475499629974365,8.586507797241211,7.375507354736328,73.41,72.94,73.41,73.8,1.2167536638960053,1.21322248479988,1.2162886827806882,1.176767193063905,1.0,simpleAddition,densenet121,2025-09-02 10:02:19
72,8.556849334813371,5.958645060092588,78.12,1.8421144322916257e-05,0.00021052736369047196,0.00021052736369047196,2.4982500076293945,10.801875114440918,7.24204683303833,73.63,72.44,73.38,73.86,1.2198557483999035,1.2452501752708531,1.2237675703024562,1.1952860189389578,1.0,simpleAddition,densenet121,2025-09-02 10:03:31
73,8.472796059861968,5.860427651224257,78.2,1.7668676242304955e-05,0.00020192772848348563,0.00020192772848348563,2.2734375,9.908929824829102,7.124529838562012,73.88,72.45,73.4,73.79,1.197955128512805,1.221397742440429,1.2133176643637162,1.178578572937205,1.0,simpleAddition,densenet121,2025-09-02 10:04:43
74,8.447916447361813,5.893388422229622,77.88,1.693676616324629e-05,0.00019356304186567228,0.00019356304186567228,1.235687017440796,5.242942810058594,7.140440464019775,73.41,72.56,73.53,73.62,1.2166398371322245,1.2203425448152083,1.2180597080460078,1.1905557422698299,1.0,simpleAddition,densenet121,2025-09-02 10:05:54
75,8.40171186833442,5.861186769944203,78.16,1.622613639262374e-05,0.00018544155877284313,0.00018544155877284313,1.552898645401001,6.427002906799316,7.112709045410156,73.55,72.6,73.72,74.08,1.2105894450899921,1.2193996340413638,1.2064278412468825,1.1830042706260198,1.0,simpleAddition,densenet121,2025-09-02 10:07:06
76,8.426950539214701,5.840318378013901,78.04,1.5537488236225528e-05,0.0001775712941282921,0.0001775712941282921,2.0285449028015137,8.820207595825195,7.026027202606201,73.74,72.87,73.34,73.87,1.2005606006972398,1.2118040941938568,1.2144152031669133,1.1785136340539666,1.0,simpleAddition,densenet121,2025-09-02 10:08:17
77,8.690616752527937,5.916238301916968,78.04,1.4871501306640507e-05,0.00016996001493303471,0.00016996001493303471,2.335980176925659,9.745525360107422,7.0464653968811035,73.48,72.51,73.33,73.58,1.2181474076041692,1.2232833180246474,1.2280901678000824,1.1863766576670394,1.0,simpleAddition,densenet121,2025-09-02 10:09:29
